# Assembly name:  NagaB31_1.0
# Organism name:  Nannochloropsis gaditana (eukaryotes)
# Infraspecific name:  strain=B-31
# Taxid:          72520
# BioSample:      SAMN02440168
# BioProject:     PRJNA170989
# Submitter:      CRIBI Genomics University of Padova
# Date:           2014-02-18
# Assembly type:  haploid
# Release type:   major
# Assembly level: Chromosome
# Genome representation: full
# WGS project:    AZIL01
# Assembly method: Newbler v. 2.6; SCAMPI v. v1.0
# Genome coverage: 17.0x
# Sequencing technology: 454; SOLiD
# GenBank assembly accession: GCA_000569095.1
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_000569105.1		Primary Assembly
## GCA_000572215.1		non-nuclear
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
NG_contig03162	unplaced-scaffold	na	na	KK037793.1	<>	na	Primary Assembly	560	na
NG_contig03163	unplaced-scaffold	na	na	KK037794.1	<>	na	Primary Assembly	555	na
NG_contig03164	unplaced-scaffold	na	na	KK037795.1	<>	na	Primary Assembly	558	na
NG_contig03167	unplaced-scaffold	na	na	KK037796.1	<>	na	Primary Assembly	555	na
NG_contig03169	unplaced-scaffold	na	na	KK037797.1	<>	na	Primary Assembly	556	na
NG_contig03171	unplaced-scaffold	na	na	KK037798.1	<>	na	Primary Assembly	556	na
NG_contig03173	unplaced-scaffold	na	na	KK037799.1	<>	na	Primary Assembly	555	na
NG_contig03174	unplaced-scaffold	na	na	KK037800.1	<>	na	Primary Assembly	556	na
NG_contig03175	unplaced-scaffold	na	na	KK037801.1	<>	na	Primary Assembly	554	na
NG_contig03176	unplaced-scaffold	na	na	KK037802.1	<>	na	Primary Assembly	553	na
NG_contig03178	unplaced-scaffold	na	na	KK037803.1	<>	na	Primary Assembly	553	na
NG_contig03181	unplaced-scaffold	na	na	KK037804.1	<>	na	Primary Assembly	548	na
NG_contig03182	unplaced-scaffold	na	na	KK037805.1	<>	na	Primary Assembly	552	na
NG_contig03185	unplaced-scaffold	na	na	KK037806.1	<>	na	Primary Assembly	549	na
NG_contig03187	unplaced-scaffold	na	na	KK037807.1	<>	na	Primary Assembly	550	na
NG_contig03189	unplaced-scaffold	na	na	KK037808.1	<>	na	Primary Assembly	555	na
NG_contig03190	unplaced-scaffold	na	na	KK037809.1	<>	na	Primary Assembly	549	na
NG_contig03192	unplaced-scaffold	na	na	KK037810.1	<>	na	Primary Assembly	546	na
NG_contig03194	unplaced-scaffold	na	na	KK037811.1	<>	na	Primary Assembly	549	na
NG_contig03196	unplaced-scaffold	na	na	KK037812.1	<>	na	Primary Assembly	541	na
NG_contig03199	unplaced-scaffold	na	na	KK037813.1	<>	na	Primary Assembly	547	na
NG_contig03200	unplaced-scaffold	na	na	KK037814.1	<>	na	Primary Assembly	548	na
NG_contig03201	unplaced-scaffold	na	na	KK037815.1	<>	na	Primary Assembly	548	na
NG_contig03204	unplaced-scaffold	na	na	KK037816.1	<>	na	Primary Assembly	548	na
NG_contig03205	unplaced-scaffold	na	na	KK037817.1	<>	na	Primary Assembly	546	na
NG_contig03209	unplaced-scaffold	na	na	KK037818.1	<>	na	Primary Assembly	545	na
NG_contig03210	unplaced-scaffold	na	na	KK037819.1	<>	na	Primary Assembly	544	na
NG_contig03212	unplaced-scaffold	na	na	KK037820.1	<>	na	Primary Assembly	544	na
NG_contig03214	unplaced-scaffold	na	na	KK037821.1	<>	na	Primary Assembly	544	na
NG_contig03216	unplaced-scaffold	na	na	KK037822.1	<>	na	Primary Assembly	541	na
NG_contig03218	unplaced-scaffold	na	na	KK037823.1	<>	na	Primary Assembly	542	na
NG_contig03219	unplaced-scaffold	na	na	KK037824.1	<>	na	Primary Assembly	543	na
NG_contig03221	unplaced-scaffold	na	na	KK037825.1	<>	na	Primary Assembly	541	na
NG_contig03222	unplaced-scaffold	na	na	KK037826.1	<>	na	Primary Assembly	541	na
NG_contig03223	unplaced-scaffold	na	na	KK037827.1	<>	na	Primary Assembly	541	na
NG_contig03224	unplaced-scaffold	na	na	KK037828.1	<>	na	Primary Assembly	541	na
NG_contig03225	unplaced-scaffold	na	na	KK037829.1	<>	na	Primary Assembly	541	na
NG_contig03226	unplaced-scaffold	na	na	KK037830.1	<>	na	Primary Assembly	540	na
NG_contig03227	unplaced-scaffold	na	na	KK037831.1	<>	na	Primary Assembly	539	na
NG_contig03229	unplaced-scaffold	na	na	KK037832.1	<>	na	Primary Assembly	539	na
NG_contig03230	unplaced-scaffold	na	na	KK037833.1	<>	na	Primary Assembly	539	na
NG_contig03232	unplaced-scaffold	na	na	KK037834.1	<>	na	Primary Assembly	539	na
NG_contig03234	unplaced-scaffold	na	na	KK037835.1	<>	na	Primary Assembly	539	na
NG_contig03239	unplaced-scaffold	na	na	KK037836.1	<>	na	Primary Assembly	539	na
NG_contig03243	unplaced-scaffold	na	na	KK037837.1	<>	na	Primary Assembly	537	na
NG_contig03247	unplaced-scaffold	na	na	KK037838.1	<>	na	Primary Assembly	535	na
NG_contig03256	unplaced-scaffold	na	na	KK037839.1	<>	na	Primary Assembly	533	na
NG_contig03262	unplaced-scaffold	na	na	KK037840.1	<>	na	Primary Assembly	530	na
NG_contig03268	unplaced-scaffold	na	na	KK037841.1	<>	na	Primary Assembly	530	na
NG_contig03270	unplaced-scaffold	na	na	KK037842.1	<>	na	Primary Assembly	524	na
NG_contig03273	unplaced-scaffold	na	na	KK037843.1	<>	na	Primary Assembly	526	na
NG_contig03274	unplaced-scaffold	na	na	KK037844.1	<>	na	Primary Assembly	526	na
NG_contig03275	unplaced-scaffold	na	na	KK037845.1	<>	na	Primary Assembly	526	na
NG_contig03276	unplaced-scaffold	na	na	KK037846.1	<>	na	Primary Assembly	526	na
NG_contig03277	unplaced-scaffold	na	na	KK037847.1	<>	na	Primary Assembly	525	na
NG_contig03278	unplaced-scaffold	na	na	KK037848.1	<>	na	Primary Assembly	523	na
NG_contig03280	unplaced-scaffold	na	na	KK037849.1	<>	na	Primary Assembly	523	na
NG_contig03284	unplaced-scaffold	na	na	KK037850.1	<>	na	Primary Assembly	521	na
NG_contig03286	unplaced-scaffold	na	na	KK037851.1	<>	na	Primary Assembly	520	na
NG_contig03290	unplaced-scaffold	na	na	KK037852.1	<>	na	Primary Assembly	516	na
NG_contig03292	unplaced-scaffold	na	na	KK037853.1	<>	na	Primary Assembly	519	na
NG_contig03293	unplaced-scaffold	na	na	KK037854.1	<>	na	Primary Assembly	519	na
NG_contig03296	unplaced-scaffold	na	na	KK037855.1	<>	na	Primary Assembly	518	na
NG_contig03301	unplaced-scaffold	na	na	KK037856.1	<>	na	Primary Assembly	519	na
NG_contig03302	unplaced-scaffold	na	na	KK037857.1	<>	na	Primary Assembly	519	na
NG_contig03303	unplaced-scaffold	na	na	KK037858.1	<>	na	Primary Assembly	518	na
NG_contig03305	unplaced-scaffold	na	na	KK037859.1	<>	na	Primary Assembly	517	na
NG_contig03306	unplaced-scaffold	na	na	KK037860.1	<>	na	Primary Assembly	516	na
NG_contig03308	unplaced-scaffold	na	na	KK037861.1	<>	na	Primary Assembly	516	na
NG_contig03309	unplaced-scaffold	na	na	KK037862.1	<>	na	Primary Assembly	518	na
NG_contig03312	unplaced-scaffold	na	na	KK037863.1	<>	na	Primary Assembly	515	na
NG_contig03316	unplaced-scaffold	na	na	KK037864.1	<>	na	Primary Assembly	514	na
NG_contig03319	unplaced-scaffold	na	na	KK037865.1	<>	na	Primary Assembly	511	na
NG_contig03329	unplaced-scaffold	na	na	KK037866.1	<>	na	Primary Assembly	509	na
NG_contig03332	unplaced-scaffold	na	na	KK037867.1	<>	na	Primary Assembly	510	na
NG_contig03333	unplaced-scaffold	na	na	KK037868.1	<>	na	Primary Assembly	510	na
NG_contig03335	unplaced-scaffold	na	na	KK037869.1	<>	na	Primary Assembly	509	na
NG_contig03337	unplaced-scaffold	na	na	KK037870.1	<>	na	Primary Assembly	505	na
NG_contig03340	unplaced-scaffold	na	na	KK037871.1	<>	na	Primary Assembly	509	na
NG_contig03344	unplaced-scaffold	na	na	KK037872.1	<>	na	Primary Assembly	508	na
NG_contig03345	unplaced-scaffold	na	na	KK037873.1	<>	na	Primary Assembly	504	na
NG_contig03346	unplaced-scaffold	na	na	KK037874.1	<>	na	Primary Assembly	506	na
NG_contig03347	unplaced-scaffold	na	na	KK037875.1	<>	na	Primary Assembly	507	na
NG_contig03349	unplaced-scaffold	na	na	KK037876.1	<>	na	Primary Assembly	504	na
NG_contig03350	unplaced-scaffold	na	na	KK037877.1	<>	na	Primary Assembly	505	na
NG_contig03351	unplaced-scaffold	na	na	KK037878.1	<>	na	Primary Assembly	506	na
NG_contig03352	unplaced-scaffold	na	na	KK037879.1	<>	na	Primary Assembly	506	na
NG_contig03353	unplaced-scaffold	na	na	KK037880.1	<>	na	Primary Assembly	505	na
NG_contig03354	unplaced-scaffold	na	na	KK037881.1	<>	na	Primary Assembly	505	na
NG_contig03356	unplaced-scaffold	na	na	KK037882.1	<>	na	Primary Assembly	504	na
NG_contig03360	unplaced-scaffold	na	na	KK037883.1	<>	na	Primary Assembly	503	na
NG_contig03361	unplaced-scaffold	na	na	KK037884.1	<>	na	Primary Assembly	500	na
NG_contig03362	unplaced-scaffold	na	na	KK037885.1	<>	na	Primary Assembly	502	na
NG_contig03364	unplaced-scaffold	na	na	KK037886.1	<>	na	Primary Assembly	500	na
NG_contig03365	unplaced-scaffold	na	na	KK037887.1	<>	na	Primary Assembly	501	na
NG_contig03366	unplaced-scaffold	na	na	KK037888.1	<>	na	Primary Assembly	500	na
NG_contig03377	unplaced-scaffold	na	na	KK037889.1	<>	na	Primary Assembly	500	na
NG_contig03493	unplaced-scaffold	na	na	KK037890.1	<>	na	Primary Assembly	473	na
NG_contig03553	unplaced-scaffold	na	na	KK037891.1	<>	na	Primary Assembly	462	na
NG_contig03586	unplaced-scaffold	na	na	KK037892.1	<>	na	Primary Assembly	449	na
NG_contig03670	unplaced-scaffold	na	na	KK037893.1	<>	na	Primary Assembly	436	na
NG_contig03694	unplaced-scaffold	na	na	KK037894.1	<>	na	Primary Assembly	430	na
NG_contig03706	unplaced-scaffold	na	na	KK037895.1	<>	na	Primary Assembly	427	na
NG_contig03719	unplaced-scaffold	na	na	KK037896.1	<>	na	Primary Assembly	427	na
NG_contig03889	unplaced-scaffold	na	na	KK037897.1	<>	na	Primary Assembly	400	na
NG_contig03992	unplaced-scaffold	na	na	KK037898.1	<>	na	Primary Assembly	380	na
NG_contig04089	unplaced-scaffold	na	na	KK037899.1	<>	na	Primary Assembly	360	na
NG_contig04438	unplaced-scaffold	na	na	KK037900.1	<>	na	Primary Assembly	311	na
NG_contig04458	unplaced-scaffold	na	na	KK037901.1	<>	na	Primary Assembly	308	na
NG_contig04645	unplaced-scaffold	na	na	KK037902.1	<>	na	Primary Assembly	283	na
NG_contig04646	unplaced-scaffold	na	na	KK037903.1	<>	na	Primary Assembly	284	na
NG_contig04802	unplaced-scaffold	na	na	KK037904.1	<>	na	Primary Assembly	265	na
NG_contig05137	unplaced-scaffold	na	na	KK037905.1	<>	na	Primary Assembly	223	na
NG_contig05164	unplaced-scaffold	na	na	KK037906.1	<>	na	Primary Assembly	219	na
NG_contig05228	unplaced-scaffold	na	na	KK037907.1	<>	na	Primary Assembly	211	na
Pltd	assembled-molecule	Pltd	Chloroplast	KC012944.1	<>	na	non-nuclear	114989	na
MT	assembled-molecule	MT	Mitochondrion	KC012945.1	<>	na	non-nuclear	42213	na
