# Assembly name:  ASM161421v1
# Organism name:  Nannochloropsis gaditana (eukaryotes)
# Infraspecific name:  strain=CCMP527
# Taxid:          72520
# BioSample:      SAMN04613695
# BioProject:     PRJNA65109
# Submitter:      Qingdao Institute of Bioenergy and Bioprocess Technology, Chinese Academy of Sciences
# Date:           2016-04-08
# Assembly type:  haploid
# Release type:   major
# Assembly level: Contig
# Genome representation: full
# WGS project:    AFGN01
# Assembly method: Velvet v. 1.0.14
# Genome coverage: 30x
# Sequencing technology: Illumina GA IIx
# GenBank assembly accession: GCA_001614215.1
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_001614265.1		Primary Assembly
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
contig12154_1	unplaced-scaffold	na	na	AFGN01004055.1	<>	na	Primary Assembly	4839	na
contig12154_2	unplaced-scaffold	na	na	AFGN01004056.1	<>	na	Primary Assembly	336	na
contig12154_3	unplaced-scaffold	na	na	AFGN01004057.1	<>	na	Primary Assembly	1932	na
contig12161	unplaced-scaffold	na	na	AFGN01004058.1	<>	na	Primary Assembly	6472	na
contig12169	unplaced-scaffold	na	na	AFGN01004059.1	<>	na	Primary Assembly	477	na
contig12170_1	unplaced-scaffold	na	na	AFGN01004060.1	<>	na	Primary Assembly	496	na
contig12170_2	unplaced-scaffold	na	na	AFGN01004061.1	<>	na	Primary Assembly	270	na
contig12177	unplaced-scaffold	na	na	AFGN01004062.1	<>	na	Primary Assembly	207	na
contig12178	unplaced-scaffold	na	na	AFGN01004063.1	<>	na	Primary Assembly	481	na
contig12183_1	unplaced-scaffold	na	na	AFGN01004064.1	<>	na	Primary Assembly	33604	na
contig12183_2	unplaced-scaffold	na	na	AFGN01004065.1	<>	na	Primary Assembly	9945	na
contig12183_3	unplaced-scaffold	na	na	AFGN01004066.1	<>	na	Primary Assembly	13216	na
contig12193	unplaced-scaffold	na	na	AFGN01004067.1	<>	na	Primary Assembly	2129	na
contig12194	unplaced-scaffold	na	na	AFGN01004068.1	<>	na	Primary Assembly	486	na
contig12203	unplaced-scaffold	na	na	AFGN01004069.1	<>	na	Primary Assembly	722	na
contig12207	unplaced-scaffold	na	na	AFGN01004070.1	<>	na	Primary Assembly	3327	na
contig12228	unplaced-scaffold	na	na	AFGN01004071.1	<>	na	Primary Assembly	828	na
contig12233_1	unplaced-scaffold	na	na	AFGN01004072.1	<>	na	Primary Assembly	356	na
contig12233_2	unplaced-scaffold	na	na	AFGN01004073.1	<>	na	Primary Assembly	2927	na
contig12233_3	unplaced-scaffold	na	na	AFGN01004074.1	<>	na	Primary Assembly	2004	na
contig12233_4	unplaced-scaffold	na	na	AFGN01004075.1	<>	na	Primary Assembly	9726	na
contig12238_1	unplaced-scaffold	na	na	AFGN01004076.1	<>	na	Primary Assembly	370	na
contig12239	unplaced-scaffold	na	na	AFGN01004077.1	<>	na	Primary Assembly	508	na
contig12244	unplaced-scaffold	na	na	AFGN01004078.1	<>	na	Primary Assembly	922	na
contig12248	unplaced-scaffold	na	na	AFGN01004079.1	<>	na	Primary Assembly	1374	na
contig12251_1	unplaced-scaffold	na	na	AFGN01004080.1	<>	na	Primary Assembly	5481	na
contig12251_2	unplaced-scaffold	na	na	AFGN01004081.1	<>	na	Primary Assembly	687	na
contig12252_1	unplaced-scaffold	na	na	AFGN01004082.1	<>	na	Primary Assembly	214	na
contig12252_2	unplaced-scaffold	na	na	AFGN01004083.1	<>	na	Primary Assembly	434	na
contig12253	unplaced-scaffold	na	na	AFGN01004084.1	<>	na	Primary Assembly	556	na
contig12256	unplaced-scaffold	na	na	AFGN01004085.1	<>	na	Primary Assembly	782	na
contig12260_1	unplaced-scaffold	na	na	AFGN01004086.1	<>	na	Primary Assembly	8346	na
contig12260_2	unplaced-scaffold	na	na	AFGN01004087.1	<>	na	Primary Assembly	614	na
contig12261_1	unplaced-scaffold	na	na	AFGN01004088.1	<>	na	Primary Assembly	3714	na
contig12261_2	unplaced-scaffold	na	na	AFGN01004089.1	<>	na	Primary Assembly	358	na
contig12262_2	unplaced-scaffold	na	na	AFGN01004090.1	<>	na	Primary Assembly	1525	na
contig12264	unplaced-scaffold	na	na	AFGN01004091.1	<>	na	Primary Assembly	1014	na
contig12265_1	unplaced-scaffold	na	na	AFGN01004092.1	<>	na	Primary Assembly	247	na
contig12265_2	unplaced-scaffold	na	na	AFGN01004093.1	<>	na	Primary Assembly	5302	na
contig12265_3	unplaced-scaffold	na	na	AFGN01004094.1	<>	na	Primary Assembly	15635	na
contig12265_4	unplaced-scaffold	na	na	AFGN01004095.1	<>	na	Primary Assembly	2665	na
contig12285	unplaced-scaffold	na	na	AFGN01004096.1	<>	na	Primary Assembly	259	na
contig12290_1	unplaced-scaffold	na	na	AFGN01004097.1	<>	na	Primary Assembly	3306	na
contig12290_2	unplaced-scaffold	na	na	AFGN01004098.1	<>	na	Primary Assembly	5590	na
contig12295	unplaced-scaffold	na	na	AFGN01004099.1	<>	na	Primary Assembly	870	na
contig12307	unplaced-scaffold	na	na	AFGN01004100.1	<>	na	Primary Assembly	536	na
contig12315	unplaced-scaffold	na	na	AFGN01004101.1	<>	na	Primary Assembly	1345	na
contig12327_1	unplaced-scaffold	na	na	AFGN01004102.1	<>	na	Primary Assembly	362	na
contig12327_2	unplaced-scaffold	na	na	AFGN01004103.1	<>	na	Primary Assembly	288	na
contig12329_1	unplaced-scaffold	na	na	AFGN01004104.1	<>	na	Primary Assembly	423	na
contig12329_2	unplaced-scaffold	na	na	AFGN01004105.1	<>	na	Primary Assembly	290	na
contig12329_3	unplaced-scaffold	na	na	AFGN01004106.1	<>	na	Primary Assembly	289	na
contig12331_1	unplaced-scaffold	na	na	AFGN01004107.1	<>	na	Primary Assembly	433	na
contig12331_2	unplaced-scaffold	na	na	AFGN01004108.1	<>	na	Primary Assembly	476	na
contig12338_1	unplaced-scaffold	na	na	AFGN01004109.1	<>	na	Primary Assembly	295	na
contig12338_2	unplaced-scaffold	na	na	AFGN01004110.1	<>	na	Primary Assembly	374	na
contig12340_1	unplaced-scaffold	na	na	AFGN01004111.1	<>	na	Primary Assembly	309	na
contig12348_1	unplaced-scaffold	na	na	AFGN01004112.1	<>	na	Primary Assembly	327	na
contig12348_2	unplaced-scaffold	na	na	AFGN01004113.1	<>	na	Primary Assembly	217	na
contig12356_1	unplaced-scaffold	na	na	AFGN01004114.1	<>	na	Primary Assembly	286	na
contig12356_2	unplaced-scaffold	na	na	AFGN01004115.1	<>	na	Primary Assembly	228	na
contig12369	unplaced-scaffold	na	na	AFGN01004116.1	<>	na	Primary Assembly	732	na
contig12370	unplaced-scaffold	na	na	AFGN01004117.1	<>	na	Primary Assembly	751	na
contig12373	unplaced-scaffold	na	na	AFGN01004118.1	<>	na	Primary Assembly	659	na
contig12381	unplaced-scaffold	na	na	AFGN01004119.1	<>	na	Primary Assembly	8090	na
contig12386_1	unplaced-scaffold	na	na	AFGN01004120.1	<>	na	Primary Assembly	2666	na
contig12386_2	unplaced-scaffold	na	na	AFGN01004121.1	<>	na	Primary Assembly	335	na
contig12386_3	unplaced-scaffold	na	na	AFGN01004122.1	<>	na	Primary Assembly	3364	na
contig12389	unplaced-scaffold	na	na	AFGN01004123.1	<>	na	Primary Assembly	573	na
contig12394_2	unplaced-scaffold	na	na	AFGN01004124.1	<>	na	Primary Assembly	3746	na
contig12396	unplaced-scaffold	na	na	AFGN01004125.1	<>	na	Primary Assembly	211	na
contig12405_2	unplaced-scaffold	na	na	AFGN01004126.1	<>	na	Primary Assembly	1287	na
contig12405_3	unplaced-scaffold	na	na	AFGN01004127.1	<>	na	Primary Assembly	562	na
contig12405_4	unplaced-scaffold	na	na	AFGN01004128.1	<>	na	Primary Assembly	308	na
contig12405_5	unplaced-scaffold	na	na	AFGN01004129.1	<>	na	Primary Assembly	216	na
contig12405_6	unplaced-scaffold	na	na	AFGN01004130.1	<>	na	Primary Assembly	4159	na
contig12406	unplaced-scaffold	na	na	AFGN01004131.1	<>	na	Primary Assembly	4736	na
contig12414	unplaced-scaffold	na	na	AFGN01004132.1	<>	na	Primary Assembly	225	na
contig12425_1	unplaced-scaffold	na	na	AFGN01004133.1	<>	na	Primary Assembly	241	na
contig12439	unplaced-scaffold	na	na	AFGN01004134.1	<>	na	Primary Assembly	372	na
contig12442	unplaced-scaffold	na	na	AFGN01004135.1	<>	na	Primary Assembly	511	na
contig12453	unplaced-scaffold	na	na	AFGN01004136.1	<>	na	Primary Assembly	451	na
contig12461_1	unplaced-scaffold	na	na	AFGN01004137.1	<>	na	Primary Assembly	3099	na
contig12461_2	unplaced-scaffold	na	na	AFGN01004138.1	<>	na	Primary Assembly	379	na
contig12461_3	unplaced-scaffold	na	na	AFGN01004139.1	<>	na	Primary Assembly	624	na
contig12464	unplaced-scaffold	na	na	AFGN01004140.1	<>	na	Primary Assembly	517	na
contig12466	unplaced-scaffold	na	na	AFGN01004141.1	<>	na	Primary Assembly	421	na
contig12472_3	unplaced-scaffold	na	na	AFGN01004142.1	<>	na	Primary Assembly	315	na
contig12479	unplaced-scaffold	na	na	AFGN01004143.1	<>	na	Primary Assembly	517	na
contig12480_1	unplaced-scaffold	na	na	AFGN01004144.1	<>	na	Primary Assembly	27764	na
contig12480_2	unplaced-scaffold	na	na	AFGN01004145.1	<>	na	Primary Assembly	854	na
contig12482	unplaced-scaffold	na	na	AFGN01004146.1	<>	na	Primary Assembly	1032	na
contig12486_1	unplaced-scaffold	na	na	AFGN01004147.1	<>	na	Primary Assembly	228	na
contig12486_2	unplaced-scaffold	na	na	AFGN01004148.1	<>	na	Primary Assembly	287	na
contig12486_3	unplaced-scaffold	na	na	AFGN01004149.1	<>	na	Primary Assembly	2770	na
contig12497	unplaced-scaffold	na	na	AFGN01004150.1	<>	na	Primary Assembly	562	na
contig12498	unplaced-scaffold	na	na	AFGN01004151.1	<>	na	Primary Assembly	596	na
contig12501	unplaced-scaffold	na	na	AFGN01004152.1	<>	na	Primary Assembly	2470	na
contig12509_1	unplaced-scaffold	na	na	AFGN01004153.1	<>	na	Primary Assembly	268	na
contig12509_2	unplaced-scaffold	na	na	AFGN01004154.1	<>	na	Primary Assembly	327	na
contig12525	unplaced-scaffold	na	na	AFGN01004155.1	<>	na	Primary Assembly	235	na
contig12528	unplaced-scaffold	na	na	AFGN01004156.1	<>	na	Primary Assembly	436	na
contig12542	unplaced-scaffold	na	na	AFGN01004157.1	<>	na	Primary Assembly	534	na
contig12557	unplaced-scaffold	na	na	AFGN01004158.1	<>	na	Primary Assembly	543	na
contig12566_1	unplaced-scaffold	na	na	AFGN01004159.1	<>	na	Primary Assembly	1110	na
contig12566_2	unplaced-scaffold	na	na	AFGN01004160.1	<>	na	Primary Assembly	1542	na
contig12566_3	unplaced-scaffold	na	na	AFGN01004161.1	<>	na	Primary Assembly	1498	na
contig12566_4	unplaced-scaffold	na	na	AFGN01004162.1	<>	na	Primary Assembly	1090	na
contig12574	unplaced-scaffold	na	na	AFGN01004163.1	<>	na	Primary Assembly	286	na
contig12575_2	unplaced-scaffold	na	na	AFGN01004164.1	<>	na	Primary Assembly	9312	na
contig12575_3	unplaced-scaffold	na	na	AFGN01004165.1	<>	na	Primary Assembly	488	na
contig12576_2	unplaced-scaffold	na	na	AFGN01004166.1	<>	na	Primary Assembly	2617	na
contig12577	unplaced-scaffold	na	na	AFGN01004167.1	<>	na	Primary Assembly	307	na
contig12587	unplaced-scaffold	na	na	AFGN01004168.1	<>	na	Primary Assembly	263	na
contig12588	unplaced-scaffold	na	na	AFGN01004169.1	<>	na	Primary Assembly	201	na
contig12593_1	unplaced-scaffold	na	na	AFGN01004170.1	<>	na	Primary Assembly	2997	na
contig12593_2	unplaced-scaffold	na	na	AFGN01004171.1	<>	na	Primary Assembly	2292	na
contig12594	unplaced-scaffold	na	na	AFGN01004172.1	<>	na	Primary Assembly	732	na
contig12614_1	unplaced-scaffold	na	na	AFGN01004173.1	<>	na	Primary Assembly	481	na
contig12614_2	unplaced-scaffold	na	na	AFGN01004174.1	<>	na	Primary Assembly	20969	na
contig12620	unplaced-scaffold	na	na	AFGN01004175.1	<>	na	Primary Assembly	335	na
contig12621_1	unplaced-scaffold	na	na	AFGN01004176.1	<>	na	Primary Assembly	4025	na
contig12621_2	unplaced-scaffold	na	na	AFGN01004177.1	<>	na	Primary Assembly	391	na
contig12623	unplaced-scaffold	na	na	AFGN01004178.1	<>	na	Primary Assembly	507	na
contig12624_1	unplaced-scaffold	na	na	AFGN01004179.1	<>	na	Primary Assembly	1772	na
contig12624_2	unplaced-scaffold	na	na	AFGN01004180.1	<>	na	Primary Assembly	589	na
contig12626	unplaced-scaffold	na	na	AFGN01004181.1	<>	na	Primary Assembly	555	na
contig12632	unplaced-scaffold	na	na	AFGN01004182.1	<>	na	Primary Assembly	523	na
contig12639	unplaced-scaffold	na	na	AFGN01004183.1	<>	na	Primary Assembly	1031	na
contig12640_1	unplaced-scaffold	na	na	AFGN01004184.1	<>	na	Primary Assembly	274	na
contig12640_2	unplaced-scaffold	na	na	AFGN01004185.1	<>	na	Primary Assembly	263	na
contig12641	unplaced-scaffold	na	na	AFGN01004186.1	<>	na	Primary Assembly	948	na
contig12652	unplaced-scaffold	na	na	AFGN01004187.1	<>	na	Primary Assembly	365	na
contig12663_1	unplaced-scaffold	na	na	AFGN01004188.1	<>	na	Primary Assembly	364	na
contig12663_2	unplaced-scaffold	na	na	AFGN01004189.1	<>	na	Primary Assembly	553	na
contig12666	unplaced-scaffold	na	na	AFGN01004190.1	<>	na	Primary Assembly	538	na
contig12669	unplaced-scaffold	na	na	AFGN01004191.1	<>	na	Primary Assembly	907	na
contig12678	unplaced-scaffold	na	na	AFGN01004192.1	<>	na	Primary Assembly	370	na
contig12690_1	unplaced-scaffold	na	na	AFGN01004193.1	<>	na	Primary Assembly	366	na
contig12713_1	unplaced-scaffold	na	na	AFGN01004194.1	<>	na	Primary Assembly	3361	na
contig12713_2	unplaced-scaffold	na	na	AFGN01004195.1	<>	na	Primary Assembly	1050	na
contig12729	unplaced-scaffold	na	na	AFGN01004196.1	<>	na	Primary Assembly	495	na
contig12738	unplaced-scaffold	na	na	AFGN01004197.1	<>	na	Primary Assembly	361	na
contig12740_1	unplaced-scaffold	na	na	AFGN01004198.1	<>	na	Primary Assembly	653	na
contig12740_2	unplaced-scaffold	na	na	AFGN01004199.1	<>	na	Primary Assembly	2582	na
contig12746_1	unplaced-scaffold	na	na	AFGN01004200.1	<>	na	Primary Assembly	388	na
contig12746_2	unplaced-scaffold	na	na	AFGN01004201.1	<>	na	Primary Assembly	4615	na
contig12755_1	unplaced-scaffold	na	na	AFGN01004202.1	<>	na	Primary Assembly	10356	na
contig12755_2	unplaced-scaffold	na	na	AFGN01004203.1	<>	na	Primary Assembly	43648	na
contig12755_4	unplaced-scaffold	na	na	AFGN01004204.1	<>	na	Primary Assembly	650	na
contig12755_5	unplaced-scaffold	na	na	AFGN01004205.1	<>	na	Primary Assembly	2665	na
contig12755_6	unplaced-scaffold	na	na	AFGN01004206.1	<>	na	Primary Assembly	32140	na
contig12760_1	unplaced-scaffold	na	na	AFGN01004207.1	<>	na	Primary Assembly	269	na
contig12760_2	unplaced-scaffold	na	na	AFGN01004208.1	<>	na	Primary Assembly	263	na
contig12766	unplaced-scaffold	na	na	AFGN01004209.1	<>	na	Primary Assembly	598	na
contig12780	unplaced-scaffold	na	na	AFGN01004210.1	<>	na	Primary Assembly	2821	na
contig12783	unplaced-scaffold	na	na	AFGN01004211.1	<>	na	Primary Assembly	327	na
contig12784	unplaced-scaffold	na	na	AFGN01004212.1	<>	na	Primary Assembly	943	na
contig12785_1	unplaced-scaffold	na	na	AFGN01004213.1	<>	na	Primary Assembly	1191	na
contig12785_2	unplaced-scaffold	na	na	AFGN01004214.1	<>	na	Primary Assembly	323	na
contig12785_3	unplaced-scaffold	na	na	AFGN01004215.1	<>	na	Primary Assembly	614	na
contig12797_2	unplaced-scaffold	na	na	AFGN01004216.1	<>	na	Primary Assembly	1256	na
contig12802_1	unplaced-scaffold	na	na	AFGN01004217.1	<>	na	Primary Assembly	858	na
contig12802_2	unplaced-scaffold	na	na	AFGN01004218.1	<>	na	Primary Assembly	429	na
contig12806	unplaced-scaffold	na	na	AFGN01004219.1	<>	na	Primary Assembly	8351	na
contig12807_1	unplaced-scaffold	na	na	AFGN01004220.1	<>	na	Primary Assembly	910	na
contig12807_2	unplaced-scaffold	na	na	AFGN01004221.1	<>	na	Primary Assembly	572	na
contig12808	unplaced-scaffold	na	na	AFGN01004222.1	<>	na	Primary Assembly	954	na
contig12814_2	unplaced-scaffold	na	na	AFGN01004223.1	<>	na	Primary Assembly	203	na
contig12814_3	unplaced-scaffold	na	na	AFGN01004224.1	<>	na	Primary Assembly	370	na
contig12814_4	unplaced-scaffold	na	na	AFGN01004225.1	<>	na	Primary Assembly	310	na
contig12814_5	unplaced-scaffold	na	na	AFGN01004226.1	<>	na	Primary Assembly	624	na
contig12814_6	unplaced-scaffold	na	na	AFGN01004227.1	<>	na	Primary Assembly	2119	na
contig12814_7	unplaced-scaffold	na	na	AFGN01004228.1	<>	na	Primary Assembly	538	na
contig12815	unplaced-scaffold	na	na	AFGN01004229.1	<>	na	Primary Assembly	527	na
contig12821_1	unplaced-scaffold	na	na	AFGN01004230.1	<>	na	Primary Assembly	318	na
contig12821_2	unplaced-scaffold	na	na	AFGN01004231.1	<>	na	Primary Assembly	661	na
contig12823_2	unplaced-scaffold	na	na	AFGN01004232.1	<>	na	Primary Assembly	2718	na
contig12829_1	unplaced-scaffold	na	na	AFGN01004233.1	<>	na	Primary Assembly	268	na
contig12829_2	unplaced-scaffold	na	na	AFGN01004234.1	<>	na	Primary Assembly	242	na
contig12832	unplaced-scaffold	na	na	AFGN01004235.1	<>	na	Primary Assembly	281	na
contig12856_2	unplaced-scaffold	na	na	AFGN01004236.1	<>	na	Primary Assembly	2617	na
contig12860_1	unplaced-scaffold	na	na	AFGN01004237.1	<>	na	Primary Assembly	392	na
contig12860_2	unplaced-scaffold	na	na	AFGN01004238.1	<>	na	Primary Assembly	1317	na
contig12868_1	unplaced-scaffold	na	na	AFGN01004239.1	<>	na	Primary Assembly	366	na
contig12868_2	unplaced-scaffold	na	na	AFGN01004240.1	<>	na	Primary Assembly	559	na
contig12868_3	unplaced-scaffold	na	na	AFGN01004241.1	<>	na	Primary Assembly	405	na
contig12871_1	unplaced-scaffold	na	na	AFGN01004242.1	<>	na	Primary Assembly	4173	na
contig12871_2	unplaced-scaffold	na	na	AFGN01004243.1	<>	na	Primary Assembly	217	na
contig12871_3	unplaced-scaffold	na	na	AFGN01004244.1	<>	na	Primary Assembly	34791	na
contig12929_1	unplaced-scaffold	na	na	AFGN01004245.1	<>	na	Primary Assembly	364	na
contig12929_2	unplaced-scaffold	na	na	AFGN01004246.1	<>	na	Primary Assembly	5070	na
contig12930_2	unplaced-scaffold	na	na	AFGN01004247.1	<>	na	Primary Assembly	2853	na
contig12937_1	unplaced-scaffold	na	na	AFGN01004248.1	<>	na	Primary Assembly	434	na
contig12937_2	unplaced-scaffold	na	na	AFGN01004249.1	<>	na	Primary Assembly	877	na
contig12941	unplaced-scaffold	na	na	AFGN01004250.1	<>	na	Primary Assembly	600	na
contig12952	unplaced-scaffold	na	na	AFGN01004251.1	<>	na	Primary Assembly	7213	na
contig12958_2	unplaced-scaffold	na	na	AFGN01004252.1	<>	na	Primary Assembly	228	na
contig12963	unplaced-scaffold	na	na	AFGN01004253.1	<>	na	Primary Assembly	995	na
contig12969	unplaced-scaffold	na	na	AFGN01004254.1	<>	na	Primary Assembly	466	na
contig12974	unplaced-scaffold	na	na	AFGN01004255.1	<>	na	Primary Assembly	312	na
contig12976_1	unplaced-scaffold	na	na	AFGN01004256.1	<>	na	Primary Assembly	4657	na
contig12990	unplaced-scaffold	na	na	AFGN01004257.1	<>	na	Primary Assembly	43886	na
contig12994	unplaced-scaffold	na	na	AFGN01004258.1	<>	na	Primary Assembly	605	na
contig13002	unplaced-scaffold	na	na	AFGN01004259.1	<>	na	Primary Assembly	737	na
contig13018	unplaced-scaffold	na	na	AFGN01004260.1	<>	na	Primary Assembly	61483	na
contig13023	unplaced-scaffold	na	na	AFGN01004261.1	<>	na	Primary Assembly	3059	na
contig13031	unplaced-scaffold	na	na	AFGN01004262.1	<>	na	Primary Assembly	285	na
contig13032_1	unplaced-scaffold	na	na	AFGN01004263.1	<>	na	Primary Assembly	1218	na
contig13032_2	unplaced-scaffold	na	na	AFGN01004264.1	<>	na	Primary Assembly	4255	na
contig13044_1	unplaced-scaffold	na	na	AFGN01004265.1	<>	na	Primary Assembly	9181	na
contig13044_2	unplaced-scaffold	na	na	AFGN01004266.1	<>	na	Primary Assembly	919	na
contig13056	unplaced-scaffold	na	na	AFGN01004267.1	<>	na	Primary Assembly	3256	na
contig13058	unplaced-scaffold	na	na	AFGN01004268.1	<>	na	Primary Assembly	273	na
contig13060	unplaced-scaffold	na	na	AFGN01004269.1	<>	na	Primary Assembly	3742	na
contig13061_2	unplaced-scaffold	na	na	AFGN01004270.1	<>	na	Primary Assembly	525	na
contig13061_3	unplaced-scaffold	na	na	AFGN01004271.1	<>	na	Primary Assembly	7113	na
contig13062	unplaced-scaffold	na	na	AFGN01004272.1	<>	na	Primary Assembly	2430	na
contig13063_2	unplaced-scaffold	na	na	AFGN01004273.1	<>	na	Primary Assembly	4542	na
contig13067	unplaced-scaffold	na	na	AFGN01004274.1	<>	na	Primary Assembly	721	na
contig13068_1	unplaced-scaffold	na	na	AFGN01004275.1	<>	na	Primary Assembly	200	na
contig13073_1	unplaced-scaffold	na	na	AFGN01004276.1	<>	na	Primary Assembly	20137	na
contig13073_2	unplaced-scaffold	na	na	AFGN01004277.1	<>	na	Primary Assembly	325	na
contig13073_3	unplaced-scaffold	na	na	AFGN01004278.1	<>	na	Primary Assembly	360	na
contig13073_5	unplaced-scaffold	na	na	AFGN01004279.1	<>	na	Primary Assembly	5457	na
contig13074_2	unplaced-scaffold	na	na	AFGN01004280.1	<>	na	Primary Assembly	581	na
contig13075_1	unplaced-scaffold	na	na	AFGN01004281.1	<>	na	Primary Assembly	307	na
contig13075_2	unplaced-scaffold	na	na	AFGN01004282.1	<>	na	Primary Assembly	1912	na
contig13077_1	unplaced-scaffold	na	na	AFGN01004283.1	<>	na	Primary Assembly	214	na
contig13077_2	unplaced-scaffold	na	na	AFGN01004284.1	<>	na	Primary Assembly	1322	na
contig13108_1	unplaced-scaffold	na	na	AFGN01004285.1	<>	na	Primary Assembly	410	na
contig13108_3	unplaced-scaffold	na	na	AFGN01004286.1	<>	na	Primary Assembly	372	na
contig13110_1	unplaced-scaffold	na	na	AFGN01004287.1	<>	na	Primary Assembly	3665	na
contig13110_2	unplaced-scaffold	na	na	AFGN01004288.1	<>	na	Primary Assembly	837	na
contig13110_5	unplaced-scaffold	na	na	AFGN01004289.1	<>	na	Primary Assembly	419	na
contig13110_6	unplaced-scaffold	na	na	AFGN01004290.1	<>	na	Primary Assembly	239	na
contig13110_8	unplaced-scaffold	na	na	AFGN01004291.1	<>	na	Primary Assembly	524	na
contig13110_9	unplaced-scaffold	na	na	AFGN01004292.1	<>	na	Primary Assembly	405	na
contig13110_10	unplaced-scaffold	na	na	AFGN01004293.1	<>	na	Primary Assembly	2775	na
contig13111_1	unplaced-scaffold	na	na	AFGN01004294.1	<>	na	Primary Assembly	578	na
contig13111_2	unplaced-scaffold	na	na	AFGN01004295.1	<>	na	Primary Assembly	657	na
contig13118_1	unplaced-scaffold	na	na	AFGN01004296.1	<>	na	Primary Assembly	468	na
contig13118_2	unplaced-scaffold	na	na	AFGN01004297.1	<>	na	Primary Assembly	6532	na
contig13122	unplaced-scaffold	na	na	AFGN01004298.1	<>	na	Primary Assembly	504	na
contig13123_3	unplaced-scaffold	na	na	AFGN01004299.1	<>	na	Primary Assembly	3253	na
contig13124	unplaced-scaffold	na	na	AFGN01004300.1	<>	na	Primary Assembly	215	na
contig13127	unplaced-scaffold	na	na	AFGN01004301.1	<>	na	Primary Assembly	6321	na
contig13129	unplaced-scaffold	na	na	AFGN01004302.1	<>	na	Primary Assembly	715	na
contig13132	unplaced-scaffold	na	na	AFGN01004303.1	<>	na	Primary Assembly	500	na
contig13133	unplaced-scaffold	na	na	AFGN01004304.1	<>	na	Primary Assembly	311	na
contig13138	unplaced-scaffold	na	na	AFGN01004305.1	<>	na	Primary Assembly	1290	na
contig13141	unplaced-scaffold	na	na	AFGN01004306.1	<>	na	Primary Assembly	719	na
contig13142	unplaced-scaffold	na	na	AFGN01004307.1	<>	na	Primary Assembly	248	na
contig13146	unplaced-scaffold	na	na	AFGN01004308.1	<>	na	Primary Assembly	227	na
contig13147	unplaced-scaffold	na	na	AFGN01004309.1	<>	na	Primary Assembly	695	na
contig13153_2	unplaced-scaffold	na	na	AFGN01004310.1	<>	na	Primary Assembly	2418	na
contig13155	unplaced-scaffold	na	na	AFGN01004311.1	<>	na	Primary Assembly	868	na
contig13172	unplaced-scaffold	na	na	AFGN01004312.1	<>	na	Primary Assembly	1540	na
contig13190_1	unplaced-scaffold	na	na	AFGN01004313.1	<>	na	Primary Assembly	325	na
contig13190_2	unplaced-scaffold	na	na	AFGN01004314.1	<>	na	Primary Assembly	2025	na
contig13190_3	unplaced-scaffold	na	na	AFGN01004315.1	<>	na	Primary Assembly	1065	na
contig13190_5	unplaced-scaffold	na	na	AFGN01004316.1	<>	na	Primary Assembly	5638	na
contig13196_2	unplaced-scaffold	na	na	AFGN01004317.1	<>	na	Primary Assembly	884	na
contig13200_2	unplaced-scaffold	na	na	AFGN01004318.1	<>	na	Primary Assembly	565	na
contig13202_2	unplaced-scaffold	na	na	AFGN01004319.1	<>	na	Primary Assembly	6156	na
contig13206_1	unplaced-scaffold	na	na	AFGN01004320.1	<>	na	Primary Assembly	232	na
contig13206_2	unplaced-scaffold	na	na	AFGN01004321.1	<>	na	Primary Assembly	6220	na
contig13214_2	unplaced-scaffold	na	na	AFGN01004322.1	<>	na	Primary Assembly	556	na
contig13214_3	unplaced-scaffold	na	na	AFGN01004323.1	<>	na	Primary Assembly	1555	na
contig13214_5	unplaced-scaffold	na	na	AFGN01004324.1	<>	na	Primary Assembly	234	na
contig13214_6	unplaced-scaffold	na	na	AFGN01004325.1	<>	na	Primary Assembly	1131	na
contig13214_7	unplaced-scaffold	na	na	AFGN01004326.1	<>	na	Primary Assembly	376	na
contig13216_1	unplaced-scaffold	na	na	AFGN01004327.1	<>	na	Primary Assembly	275	na
contig13216_2	unplaced-scaffold	na	na	AFGN01004328.1	<>	na	Primary Assembly	402	na
contig13216_3	unplaced-scaffold	na	na	AFGN01004329.1	<>	na	Primary Assembly	446	na
contig13221_1	unplaced-scaffold	na	na	AFGN01004330.1	<>	na	Primary Assembly	719	na
contig13225	unplaced-scaffold	na	na	AFGN01004331.1	<>	na	Primary Assembly	848	na
contig13227	unplaced-scaffold	na	na	AFGN01004332.1	<>	na	Primary Assembly	203	na
contig13234	unplaced-scaffold	na	na	AFGN01004333.1	<>	na	Primary Assembly	806	na
contig13237_1	unplaced-scaffold	na	na	AFGN01004334.1	<>	na	Primary Assembly	470	na
contig13237_2	unplaced-scaffold	na	na	AFGN01004335.1	<>	na	Primary Assembly	1032	na
contig13241	unplaced-scaffold	na	na	AFGN01004336.1	<>	na	Primary Assembly	297	na
