# Assembly name:  ASM24072v1
# Organism name:  Nannochloropsis gaditana CCMP526 (eukaryotes)
# Infraspecific name:  strain=CCMP526
# Taxid:          1093141
# BioSample:      SAMN02981382
# BioProject:     PRJNA73791
# Submitter:      Colorado School of Mines
# Date:           2012-01-04
# Assembly type:  haploid
# Release type:   major
# Assembly level: Scaffold
# Genome representation: full
# WGS project:    AGNI01
# Assembly method: Newbler v. 2.3; Velvet v. 1.0.19
# Genome coverage: 230x
# Sequencing technology: 454 GS FLX Titanium; Illumina GA IIx
# RefSeq category: Representative Genome
# GenBank assembly accession: GCA_000240725.1
# RefSeq assembly accession: GCF_000240725.1
# RefSeq assembly and GenBank assemblies identical: yes
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_000240735.1	GCF_000240735.1	Primary Assembly
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
scaffold513	unplaced-scaffold	na	na	JH471074.1	=	NW_005803440.1	Primary Assembly	21696	na
scaffold514	unplaced-scaffold	na	na	JH471075.1	=	NW_005803439.1	Primary Assembly	21690	na
scaffold515	unplaced-scaffold	na	na	JH471076.1	=	NW_005803438.1	Primary Assembly	21646	na
scaffold516	unplaced-scaffold	na	na	JH471077.1	=	NW_005803437.1	Primary Assembly	21641	na
scaffold517	unplaced-scaffold	na	na	JH471078.1	=	NW_005803436.1	Primary Assembly	21571	na
scaffold518	unplaced-scaffold	na	na	JH471079.1	=	NW_005803435.1	Primary Assembly	21559	na
scaffold519	unplaced-scaffold	na	na	JH471080.1	=	NW_005803434.1	Primary Assembly	21536	na
scaffold520	unplaced-scaffold	na	na	JH471081.1	=	NW_005803433.1	Primary Assembly	21515	na
scaffold521	unplaced-scaffold	na	na	JH471082.1	=	NW_005803432.1	Primary Assembly	21512	na
scaffold522	unplaced-scaffold	na	na	JH471083.1	=	NW_005803431.1	Primary Assembly	21458	na
scaffold523	unplaced-scaffold	na	na	JH471084.1	=	NW_005803430.1	Primary Assembly	21430	na
scaffold524	unplaced-scaffold	na	na	JH471085.1	=	NW_005803429.1	Primary Assembly	21338	na
scaffold525	unplaced-scaffold	na	na	JH471086.1	=	NW_005803428.1	Primary Assembly	21287	na
scaffold526	unplaced-scaffold	na	na	JH471087.1	=	NW_005803427.1	Primary Assembly	21278	na
scaffold527	unplaced-scaffold	na	na	JH471088.1	=	NW_005803426.1	Primary Assembly	21252	na
scaffold528	unplaced-scaffold	na	na	JH471089.1	=	NW_005803425.1	Primary Assembly	21085	na
scaffold529	unplaced-scaffold	na	na	JH471090.1	=	NW_005803424.1	Primary Assembly	21010	na
scaffold530	unplaced-scaffold	na	na	JH471091.1	=	NW_005803423.1	Primary Assembly	20933	na
scaffold531	unplaced-scaffold	na	na	JH471092.1	=	NW_005803422.1	Primary Assembly	20929	na
scaffold532	unplaced-scaffold	na	na	JH471093.1	=	NW_005803421.1	Primary Assembly	20813	na
scaffold533	unplaced-scaffold	na	na	JH471094.1	=	NW_005803420.1	Primary Assembly	20812	na
scaffold534	unplaced-scaffold	na	na	JH471095.1	=	NW_005803419.1	Primary Assembly	20806	na
scaffold535	unplaced-scaffold	na	na	JH471096.1	=	NW_005803418.1	Primary Assembly	20796	na
scaffold536	unplaced-scaffold	na	na	JH471097.1	=	NW_005803417.1	Primary Assembly	20714	na
scaffold537	unplaced-scaffold	na	na	JH471098.1	=	NW_005803416.1	Primary Assembly	20714	na
scaffold538	unplaced-scaffold	na	na	JH471099.1	=	NW_005803415.1	Primary Assembly	20668	na
scaffold539	unplaced-scaffold	na	na	JH471100.1	=	NW_005803414.1	Primary Assembly	20650	na
scaffold540	unplaced-scaffold	na	na	JH471101.1	=	NW_005803413.1	Primary Assembly	20574	na
scaffold541	unplaced-scaffold	na	na	JH471102.1	=	NW_005803412.1	Primary Assembly	20552	na
scaffold542	unplaced-scaffold	na	na	JH471103.1	=	NW_005803411.1	Primary Assembly	20507	na
scaffold543	unplaced-scaffold	na	na	JH471104.1	=	NW_005803410.1	Primary Assembly	20502	na
scaffold544	unplaced-scaffold	na	na	JH471105.1	=	NW_005803409.1	Primary Assembly	20474	na
scaffold545	unplaced-scaffold	na	na	JH471106.1	=	NW_005803408.1	Primary Assembly	20466	na
scaffold546	unplaced-scaffold	na	na	JH471107.1	=	NW_005803407.1	Primary Assembly	20456	na
scaffold547	unplaced-scaffold	na	na	JH471108.1	=	NW_005803406.1	Primary Assembly	20445	na
scaffold548	unplaced-scaffold	na	na	JH471109.1	=	NW_005803405.1	Primary Assembly	20443	na
scaffold549	unplaced-scaffold	na	na	JH471110.1	=	NW_005803404.1	Primary Assembly	20399	na
scaffold550	unplaced-scaffold	na	na	JH471111.1	=	NW_005803403.1	Primary Assembly	20395	na
scaffold551	unplaced-scaffold	na	na	JH471112.1	=	NW_005803402.1	Primary Assembly	20350	na
scaffold552	unplaced-scaffold	na	na	JH471113.1	=	NW_005803401.1	Primary Assembly	20230	na
scaffold553	unplaced-scaffold	na	na	JH471114.1	=	NW_005803400.1	Primary Assembly	20208	na
scaffold554	unplaced-scaffold	na	na	JH471115.1	=	NW_005803399.1	Primary Assembly	20158	na
scaffold555	unplaced-scaffold	na	na	JH471116.1	=	NW_005803398.1	Primary Assembly	20145	na
scaffold556	unplaced-scaffold	na	na	JH471117.1	=	NW_005803397.1	Primary Assembly	20131	na
scaffold557	unplaced-scaffold	na	na	JH471118.1	=	NW_005803396.1	Primary Assembly	20092	na
scaffold558	unplaced-scaffold	na	na	JH471119.1	=	NW_005803395.1	Primary Assembly	20057	na
scaffold559	unplaced-scaffold	na	na	JH471120.1	=	NW_005803394.1	Primary Assembly	20027	na
scaffold560	unplaced-scaffold	na	na	JH471121.1	=	NW_005803393.1	Primary Assembly	20024	na
scaffold561	unplaced-scaffold	na	na	JH471122.1	=	NW_005803392.1	Primary Assembly	20008	na
scaffold562	unplaced-scaffold	na	na	JH471123.1	=	NW_005803391.1	Primary Assembly	19940	na
scaffold563	unplaced-scaffold	na	na	JH471124.1	=	NW_005803390.1	Primary Assembly	19895	na
scaffold564	unplaced-scaffold	na	na	JH471125.1	=	NW_005803389.1	Primary Assembly	19853	na
scaffold565	unplaced-scaffold	na	na	JH471126.1	=	NW_005803388.1	Primary Assembly	19829	na
scaffold566	unplaced-scaffold	na	na	JH471127.1	=	NW_005803387.1	Primary Assembly	19797	na
scaffold567	unplaced-scaffold	na	na	JH471128.1	=	NW_005803386.1	Primary Assembly	19767	na
scaffold568	unplaced-scaffold	na	na	JH471129.1	=	NW_005803385.1	Primary Assembly	19677	na
scaffold569	unplaced-scaffold	na	na	JH471130.1	=	NW_005803384.1	Primary Assembly	19674	na
scaffold570	unplaced-scaffold	na	na	JH471131.1	=	NW_005803383.1	Primary Assembly	19669	na
scaffold571	unplaced-scaffold	na	na	JH471132.1	=	NW_005803382.1	Primary Assembly	19638	na
scaffold572	unplaced-scaffold	na	na	JH471133.1	=	NW_005803381.1	Primary Assembly	19445	na
scaffold573	unplaced-scaffold	na	na	JH471134.1	=	NW_005803380.1	Primary Assembly	19442	na
scaffold574	unplaced-scaffold	na	na	JH471135.1	=	NW_005803379.1	Primary Assembly	19358	na
scaffold575	unplaced-scaffold	na	na	JH471136.1	=	NW_005803378.1	Primary Assembly	19334	na
scaffold576	unplaced-scaffold	na	na	JH471137.1	=	NW_005803377.1	Primary Assembly	19309	na
scaffold577	unplaced-scaffold	na	na	JH471138.1	=	NW_005803376.1	Primary Assembly	19271	na
scaffold578	unplaced-scaffold	na	na	JH471139.1	=	NW_005803375.1	Primary Assembly	19251	na
scaffold579	unplaced-scaffold	na	na	JH471140.1	=	NW_005803374.1	Primary Assembly	19238	na
scaffold580	unplaced-scaffold	na	na	JH471141.1	=	NW_005803373.1	Primary Assembly	19201	na
scaffold581	unplaced-scaffold	na	na	JH471142.1	=	NW_005803372.1	Primary Assembly	19178	na
scaffold582	unplaced-scaffold	na	na	JH471143.1	=	NW_005803371.1	Primary Assembly	19172	na
scaffold583	unplaced-scaffold	na	na	JH471144.1	=	NW_005803370.1	Primary Assembly	19143	na
scaffold584	unplaced-scaffold	na	na	JH471145.1	=	NW_005803369.1	Primary Assembly	19135	na
scaffold585	unplaced-scaffold	na	na	JH471146.1	=	NW_005803368.1	Primary Assembly	19092	na
scaffold586	unplaced-scaffold	na	na	JH471147.1	=	NW_005803367.1	Primary Assembly	19084	na
scaffold587	unplaced-scaffold	na	na	JH471148.1	=	NW_005803366.1	Primary Assembly	19029	na
scaffold588	unplaced-scaffold	na	na	JH471149.1	=	NW_005803365.1	Primary Assembly	18980	na
scaffold589	unplaced-scaffold	na	na	JH471150.1	=	NW_005803364.1	Primary Assembly	18957	na
scaffold590	unplaced-scaffold	na	na	JH471151.1	=	NW_005803363.1	Primary Assembly	18871	na
scaffold591	unplaced-scaffold	na	na	JH471152.1	=	NW_005803362.1	Primary Assembly	18848	na
scaffold592	unplaced-scaffold	na	na	JH471153.1	=	NW_005803361.1	Primary Assembly	18811	na
scaffold593	unplaced-scaffold	na	na	JH471154.1	=	NW_005803360.1	Primary Assembly	18754	na
scaffold594	unplaced-scaffold	na	na	JH471155.1	=	NW_005803359.1	Primary Assembly	18747	na
scaffold595	unplaced-scaffold	na	na	JH471156.1	=	NW_005803358.1	Primary Assembly	18740	na
scaffold596	unplaced-scaffold	na	na	JH471157.1	=	NW_005803357.1	Primary Assembly	18709	na
scaffold597	unplaced-scaffold	na	na	JH471158.1	=	NW_005803356.1	Primary Assembly	18683	na
scaffold598	unplaced-scaffold	na	na	JH471159.1	=	NW_005803355.1	Primary Assembly	18682	na
scaffold599	unplaced-scaffold	na	na	JH471160.1	=	NW_005803354.1	Primary Assembly	18673	na
scaffold600	unplaced-scaffold	na	na	JH471161.1	=	NW_005803353.1	Primary Assembly	18518	na
scaffold601	unplaced-scaffold	na	na	JH471162.1	=	NW_005803352.1	Primary Assembly	18472	na
scaffold602	unplaced-scaffold	na	na	JH471163.1	=	NW_005803351.1	Primary Assembly	18438	na
scaffold603	unplaced-scaffold	na	na	JH471164.1	=	NW_005803350.1	Primary Assembly	18435	na
scaffold604	unplaced-scaffold	na	na	JH471165.1	=	NW_005803349.1	Primary Assembly	18388	na
scaffold605	unplaced-scaffold	na	na	JH471166.1	=	NW_005803348.1	Primary Assembly	18386	na
scaffold606	unplaced-scaffold	na	na	JH471167.1	=	NW_005803347.1	Primary Assembly	18365	na
scaffold607	unplaced-scaffold	na	na	JH471168.1	=	NW_005803346.1	Primary Assembly	18286	na
scaffold608	unplaced-scaffold	na	na	JH471169.1	=	NW_005803345.1	Primary Assembly	18242	na
scaffold609	unplaced-scaffold	na	na	JH471170.1	=	NW_005803344.1	Primary Assembly	18240	na
scaffold610	unplaced-scaffold	na	na	JH471171.1	=	NW_005803343.1	Primary Assembly	18224	na
scaffold611	unplaced-scaffold	na	na	JH471172.1	=	NW_005803342.1	Primary Assembly	18196	na
scaffold612	unplaced-scaffold	na	na	JH471173.1	=	NW_005803341.1	Primary Assembly	18171	na
scaffold613	unplaced-scaffold	na	na	JH471174.1	=	NW_005803340.1	Primary Assembly	18165	na
scaffold614	unplaced-scaffold	na	na	JH471175.1	=	NW_005803339.1	Primary Assembly	18159	na
scaffold615	unplaced-scaffold	na	na	JH471176.1	=	NW_005803338.1	Primary Assembly	18154	na
scaffold616	unplaced-scaffold	na	na	JH471177.1	=	NW_005803337.1	Primary Assembly	18123	na
scaffold617	unplaced-scaffold	na	na	JH471178.1	=	NW_005803336.1	Primary Assembly	18024	na
scaffold618	unplaced-scaffold	na	na	JH471179.1	=	NW_005803335.1	Primary Assembly	17951	na
scaffold619	unplaced-scaffold	na	na	JH471180.1	=	NW_005803334.1	Primary Assembly	17949	na
scaffold620	unplaced-scaffold	na	na	JH471181.1	=	NW_005803333.1	Primary Assembly	17918	na
scaffold621	unplaced-scaffold	na	na	JH471182.1	=	NW_005803332.1	Primary Assembly	17906	na
scaffold622	unplaced-scaffold	na	na	JH471183.1	=	NW_005803331.1	Primary Assembly	17846	na
scaffold623	unplaced-scaffold	na	na	JH471184.1	=	NW_005803330.1	Primary Assembly	17740	na
scaffold624	unplaced-scaffold	na	na	JH471185.1	=	NW_005803329.1	Primary Assembly	17734	na
scaffold625	unplaced-scaffold	na	na	JH471186.1	=	NW_005803328.1	Primary Assembly	17640	na
scaffold626	unplaced-scaffold	na	na	JH471187.1	=	NW_005803327.1	Primary Assembly	17590	na
scaffold627	unplaced-scaffold	na	na	JH471188.1	=	NW_005803326.1	Primary Assembly	17571	na
scaffold628	unplaced-scaffold	na	na	JH471189.1	=	NW_005803325.1	Primary Assembly	17522	na
scaffold629	unplaced-scaffold	na	na	JH471190.1	=	NW_005803324.1	Primary Assembly	17505	na
scaffold630	unplaced-scaffold	na	na	JH471191.1	=	NW_005803323.1	Primary Assembly	17433	na
scaffold631	unplaced-scaffold	na	na	JH471192.1	=	NW_005803322.1	Primary Assembly	17427	na
scaffold632	unplaced-scaffold	na	na	JH471193.1	=	NW_005803321.1	Primary Assembly	17420	na
scaffold633	unplaced-scaffold	na	na	JH471194.1	=	NW_005803320.1	Primary Assembly	17408	na
scaffold634	unplaced-scaffold	na	na	JH471195.1	=	NW_005803319.1	Primary Assembly	17395	na
scaffold635	unplaced-scaffold	na	na	JH471196.1	=	NW_005803318.1	Primary Assembly	17360	na
scaffold636	unplaced-scaffold	na	na	JH471197.1	=	NW_005803317.1	Primary Assembly	17354	na
scaffold637	unplaced-scaffold	na	na	JH471198.1	=	NW_005803316.1	Primary Assembly	17317	na
scaffold638	unplaced-scaffold	na	na	JH471199.1	=	NW_005803315.1	Primary Assembly	17312	na
scaffold639	unplaced-scaffold	na	na	JH471200.1	=	NW_005803314.1	Primary Assembly	17309	na
scaffold640	unplaced-scaffold	na	na	JH471201.1	=	NW_005803313.1	Primary Assembly	17299	na
scaffold641	unplaced-scaffold	na	na	JH471202.1	=	NW_005803312.1	Primary Assembly	17271	na
scaffold642	unplaced-scaffold	na	na	JH471203.1	=	NW_005803311.1	Primary Assembly	17240	na
scaffold643	unplaced-scaffold	na	na	JH471204.1	=	NW_005803310.1	Primary Assembly	17212	na
scaffold644	unplaced-scaffold	na	na	JH471205.1	=	NW_005803309.1	Primary Assembly	17176	na
scaffold645	unplaced-scaffold	na	na	JH471206.1	=	NW_005803308.1	Primary Assembly	17151	na
scaffold646	unplaced-scaffold	na	na	JH471207.1	=	NW_005803307.1	Primary Assembly	17144	na
scaffold647	unplaced-scaffold	na	na	JH471208.1	=	NW_005803306.1	Primary Assembly	17093	na
scaffold648	unplaced-scaffold	na	na	JH471209.1	=	NW_005803305.1	Primary Assembly	17093	na
scaffold649	unplaced-scaffold	na	na	JH471210.1	=	NW_005803304.1	Primary Assembly	17074	na
scaffold650	unplaced-scaffold	na	na	JH471211.1	=	NW_005803303.1	Primary Assembly	17037	na
scaffold651	unplaced-scaffold	na	na	JH471212.1	=	NW_005803302.1	Primary Assembly	17032	na
scaffold652	unplaced-scaffold	na	na	JH471213.1	=	NW_005803301.1	Primary Assembly	16988	na
scaffold653	unplaced-scaffold	na	na	JH471214.1	=	NW_005803300.1	Primary Assembly	16943	na
scaffold654	unplaced-scaffold	na	na	JH471215.1	=	NW_005803299.1	Primary Assembly	16941	na
scaffold655	unplaced-scaffold	na	na	JH471216.1	=	NW_005803298.1	Primary Assembly	16936	na
scaffold656	unplaced-scaffold	na	na	JH471217.1	=	NW_005803297.1	Primary Assembly	16927	na
scaffold657	unplaced-scaffold	na	na	JH471218.1	=	NW_005803296.1	Primary Assembly	16859	na
scaffold658	unplaced-scaffold	na	na	JH471219.1	=	NW_005803295.1	Primary Assembly	16797	na
scaffold659	unplaced-scaffold	na	na	JH471220.1	=	NW_005803294.1	Primary Assembly	16695	na
scaffold660	unplaced-scaffold	na	na	JH471221.1	=	NW_005803293.1	Primary Assembly	16661	na
scaffold661	unplaced-scaffold	na	na	JH471222.1	=	NW_005803292.1	Primary Assembly	16655	na
scaffold662	unplaced-scaffold	na	na	JH471223.1	=	NW_005803291.1	Primary Assembly	16646	na
scaffold663	unplaced-scaffold	na	na	JH471224.1	=	NW_005803290.1	Primary Assembly	16629	na
scaffold664	unplaced-scaffold	na	na	JH471225.1	=	NW_005803289.1	Primary Assembly	16578	na
scaffold665	unplaced-scaffold	na	na	JH471226.1	=	NW_005803288.1	Primary Assembly	16576	na
scaffold666	unplaced-scaffold	na	na	JH471227.1	=	NW_005803287.1	Primary Assembly	16558	na
scaffold667	unplaced-scaffold	na	na	JH471228.1	=	NW_005803286.1	Primary Assembly	16545	na
scaffold668	unplaced-scaffold	na	na	JH471229.1	=	NW_005803285.1	Primary Assembly	16505	na
scaffold669	unplaced-scaffold	na	na	JH471230.1	=	NW_005803284.1	Primary Assembly	16502	na
scaffold670	unplaced-scaffold	na	na	JH471231.1	=	NW_005803283.1	Primary Assembly	16429	na
scaffold671	unplaced-scaffold	na	na	JH471232.1	=	NW_005803282.1	Primary Assembly	16399	na
scaffold672	unplaced-scaffold	na	na	JH471233.1	=	NW_005803281.1	Primary Assembly	16348	na
scaffold673	unplaced-scaffold	na	na	JH471234.1	=	NW_005803280.1	Primary Assembly	16345	na
scaffold674	unplaced-scaffold	na	na	JH471235.1	=	NW_005803279.1	Primary Assembly	16344	na
scaffold675	unplaced-scaffold	na	na	JH471236.1	=	NW_005803278.1	Primary Assembly	16280	na
scaffold676	unplaced-scaffold	na	na	JH471237.1	=	NW_005803277.1	Primary Assembly	16252	na
scaffold677	unplaced-scaffold	na	na	JH471238.1	=	NW_005803276.1	Primary Assembly	16234	na
scaffold678	unplaced-scaffold	na	na	JH471239.1	=	NW_005803275.1	Primary Assembly	16182	na
scaffold679	unplaced-scaffold	na	na	JH471240.1	=	NW_005803274.1	Primary Assembly	16140	na
scaffold680	unplaced-scaffold	na	na	JH471241.1	=	NW_005803273.1	Primary Assembly	16089	na
scaffold681	unplaced-scaffold	na	na	JH471242.1	=	NW_005803272.1	Primary Assembly	16066	na
scaffold682	unplaced-scaffold	na	na	JH471243.1	=	NW_005803271.1	Primary Assembly	16055	na
scaffold683	unplaced-scaffold	na	na	JH471244.1	=	NW_005803270.1	Primary Assembly	16025	na
scaffold684	unplaced-scaffold	na	na	JH471245.1	=	NW_005803269.1	Primary Assembly	16018	na
scaffold685	unplaced-scaffold	na	na	JH471246.1	=	NW_005803268.1	Primary Assembly	16016	na
scaffold686	unplaced-scaffold	na	na	JH471247.1	=	NW_005803267.1	Primary Assembly	16004	na
scaffold687	unplaced-scaffold	na	na	JH471248.1	=	NW_005803266.1	Primary Assembly	15985	na
scaffold688	unplaced-scaffold	na	na	JH471249.1	=	NW_005803265.1	Primary Assembly	15962	na
scaffold689	unplaced-scaffold	na	na	JH471250.1	=	NW_005803264.1	Primary Assembly	15869	na
scaffold690	unplaced-scaffold	na	na	JH471251.1	=	NW_005803263.1	Primary Assembly	15826	na
scaffold691	unplaced-scaffold	na	na	JH471252.1	=	NW_005803262.1	Primary Assembly	15825	na
scaffold692	unplaced-scaffold	na	na	JH471253.1	=	NW_005803261.1	Primary Assembly	15821	na
scaffold693	unplaced-scaffold	na	na	JH471254.1	=	NW_005803260.1	Primary Assembly	15739	na
scaffold694	unplaced-scaffold	na	na	JH471255.1	=	NW_005803259.1	Primary Assembly	15719	na
scaffold695	unplaced-scaffold	na	na	JH471256.1	=	NW_005803258.1	Primary Assembly	15711	na
scaffold696	unplaced-scaffold	na	na	JH471257.1	=	NW_005803257.1	Primary Assembly	15647	na
scaffold697	unplaced-scaffold	na	na	JH471258.1	=	NW_005803256.1	Primary Assembly	15646	na
scaffold698	unplaced-scaffold	na	na	JH471259.1	=	NW_005803255.1	Primary Assembly	15642	na
scaffold699	unplaced-scaffold	na	na	JH471260.1	=	NW_005803254.1	Primary Assembly	15629	na
scaffold700	unplaced-scaffold	na	na	JH471261.1	=	NW_005803253.1	Primary Assembly	15627	na
scaffold701	unplaced-scaffold	na	na	JH471262.1	=	NW_005803252.1	Primary Assembly	15601	na
scaffold702	unplaced-scaffold	na	na	JH471263.1	=	NW_005803251.1	Primary Assembly	15565	na
scaffold703	unplaced-scaffold	na	na	JH471264.1	=	NW_005803250.1	Primary Assembly	15517	na
scaffold704	unplaced-scaffold	na	na	JH471265.1	=	NW_005803249.1	Primary Assembly	15505	na
scaffold705	unplaced-scaffold	na	na	JH471266.1	=	NW_005803248.1	Primary Assembly	15502	na
scaffold706	unplaced-scaffold	na	na	JH471267.1	=	NW_005803247.1	Primary Assembly	15489	na
scaffold707	unplaced-scaffold	na	na	JH471268.1	=	NW_005803246.1	Primary Assembly	15483	na
scaffold708	unplaced-scaffold	na	na	JH471269.1	=	NW_005803245.1	Primary Assembly	15482	na
scaffold709	unplaced-scaffold	na	na	JH471270.1	=	NW_005803244.1	Primary Assembly	15391	na
scaffold710	unplaced-scaffold	na	na	JH471271.1	=	NW_005803243.1	Primary Assembly	15363	na
scaffold711	unplaced-scaffold	na	na	JH471272.1	=	NW_005803242.1	Primary Assembly	15352	na
scaffold712	unplaced-scaffold	na	na	JH471273.1	=	NW_005803241.1	Primary Assembly	15305	na
scaffold713	unplaced-scaffold	na	na	JH471274.1	=	NW_005803240.1	Primary Assembly	15294	na
scaffold714	unplaced-scaffold	na	na	JH471275.1	=	NW_005803239.1	Primary Assembly	15293	na
scaffold715	unplaced-scaffold	na	na	JH471276.1	=	NW_005803238.1	Primary Assembly	15222	na
scaffold716	unplaced-scaffold	na	na	JH471277.1	=	NW_005803237.1	Primary Assembly	15185	na
scaffold717	unplaced-scaffold	na	na	JH471278.1	=	NW_005803236.1	Primary Assembly	15180	na
scaffold718	unplaced-scaffold	na	na	JH471279.1	=	NW_005803235.1	Primary Assembly	15163	na
scaffold719	unplaced-scaffold	na	na	JH471280.1	=	NW_005803234.1	Primary Assembly	15136	na
scaffold720	unplaced-scaffold	na	na	JH471281.1	=	NW_005803233.1	Primary Assembly	15106	na
scaffold721	unplaced-scaffold	na	na	JH471282.1	=	NW_005803232.1	Primary Assembly	15046	na
scaffold722	unplaced-scaffold	na	na	JH471283.1	=	NW_005803231.1	Primary Assembly	14979	na
scaffold723	unplaced-scaffold	na	na	JH471284.1	=	NW_005803230.1	Primary Assembly	14953	na
scaffold724	unplaced-scaffold	na	na	JH471285.1	=	NW_005803229.1	Primary Assembly	14829	na
scaffold725	unplaced-scaffold	na	na	JH471286.1	=	NW_005803228.1	Primary Assembly	14755	na
scaffold726	unplaced-scaffold	na	na	JH471287.1	=	NW_005803227.1	Primary Assembly	14750	na
scaffold727	unplaced-scaffold	na	na	JH471288.1	=	NW_005803226.1	Primary Assembly	14716	na
scaffold728	unplaced-scaffold	na	na	JH471289.1	=	NW_005803225.1	Primary Assembly	14690	na
scaffold729	unplaced-scaffold	na	na	JH471290.1	=	NW_005803224.1	Primary Assembly	14660	na
scaffold730	unplaced-scaffold	na	na	JH471291.1	=	NW_005803223.1	Primary Assembly	14618	na
scaffold731	unplaced-scaffold	na	na	JH471292.1	=	NW_005803222.1	Primary Assembly	14548	na
scaffold732	unplaced-scaffold	na	na	JH471293.1	=	NW_005803221.1	Primary Assembly	14541	na
scaffold733	unplaced-scaffold	na	na	JH471294.1	=	NW_005803220.1	Primary Assembly	14540	na
scaffold734	unplaced-scaffold	na	na	JH471295.1	=	NW_005803219.1	Primary Assembly	14519	na
scaffold735	unplaced-scaffold	na	na	JH471296.1	=	NW_005803218.1	Primary Assembly	14469	na
scaffold736	unplaced-scaffold	na	na	JH471297.1	=	NW_005803217.1	Primary Assembly	14452	na
scaffold737	unplaced-scaffold	na	na	JH471298.1	=	NW_005803216.1	Primary Assembly	14445	na
scaffold738	unplaced-scaffold	na	na	JH471299.1	=	NW_005803215.1	Primary Assembly	14435	na
scaffold739	unplaced-scaffold	na	na	JH471300.1	=	NW_005803214.1	Primary Assembly	14327	na
scaffold740	unplaced-scaffold	na	na	JH471301.1	=	NW_005803213.1	Primary Assembly	14312	na
scaffold741	unplaced-scaffold	na	na	JH471302.1	=	NW_005803212.1	Primary Assembly	14297	na
scaffold742	unplaced-scaffold	na	na	JH471303.1	=	NW_005803211.1	Primary Assembly	14288	na
scaffold743	unplaced-scaffold	na	na	JH471304.1	=	NW_005803210.1	Primary Assembly	14226	na
scaffold744	unplaced-scaffold	na	na	JH471305.1	=	NW_005803209.1	Primary Assembly	14137	na
scaffold745	unplaced-scaffold	na	na	JH471306.1	=	NW_005803208.1	Primary Assembly	14112	na
scaffold746	unplaced-scaffold	na	na	JH471307.1	=	NW_005803207.1	Primary Assembly	14097	na
scaffold747	unplaced-scaffold	na	na	JH471308.1	=	NW_005803206.1	Primary Assembly	14075	na
scaffold748	unplaced-scaffold	na	na	JH471309.1	=	NW_005803205.1	Primary Assembly	14061	na
scaffold749	unplaced-scaffold	na	na	JH471310.1	=	NW_005803204.1	Primary Assembly	14045	na
scaffold750	unplaced-scaffold	na	na	JH471311.1	=	NW_005803203.1	Primary Assembly	14038	na
scaffold751	unplaced-scaffold	na	na	JH471312.1	=	NW_005803202.1	Primary Assembly	14036	na
scaffold752	unplaced-scaffold	na	na	JH471313.1	=	NW_005803201.1	Primary Assembly	13997	na
scaffold753	unplaced-scaffold	na	na	JH471314.1	=	NW_005803200.1	Primary Assembly	13973	na
scaffold754	unplaced-scaffold	na	na	JH471315.1	=	NW_005803199.1	Primary Assembly	13971	na
scaffold755	unplaced-scaffold	na	na	JH471316.1	=	NW_005803198.1	Primary Assembly	13965	na
scaffold756	unplaced-scaffold	na	na	JH471317.1	=	NW_005803197.1	Primary Assembly	13908	na
scaffold757	unplaced-scaffold	na	na	JH471318.1	=	NW_005803196.1	Primary Assembly	13853	na
scaffold758	unplaced-scaffold	na	na	JH471319.1	=	NW_005803195.1	Primary Assembly	13845	na
scaffold759	unplaced-scaffold	na	na	JH471320.1	=	NW_005803194.1	Primary Assembly	13817	na
scaffold760	unplaced-scaffold	na	na	JH471321.1	=	NW_005803193.1	Primary Assembly	13795	na
scaffold761	unplaced-scaffold	na	na	JH471322.1	=	NW_005803192.1	Primary Assembly	13739	na
scaffold762	unplaced-scaffold	na	na	JH471323.1	=	NW_005803191.1	Primary Assembly	13690	na
scaffold763	unplaced-scaffold	na	na	JH471324.1	=	NW_005803190.1	Primary Assembly	13667	na
scaffold764	unplaced-scaffold	na	na	JH471325.1	=	NW_005803189.1	Primary Assembly	13665	na
scaffold765	unplaced-scaffold	na	na	JH471326.1	=	NW_005803188.1	Primary Assembly	13611	na
scaffold766	unplaced-scaffold	na	na	JH471327.1	=	NW_005803187.1	Primary Assembly	13605	na
scaffold767	unplaced-scaffold	na	na	JH471328.1	=	NW_005803186.1	Primary Assembly	13548	na
scaffold768	unplaced-scaffold	na	na	JH471329.1	=	NW_005803185.1	Primary Assembly	13539	na
scaffold769	unplaced-scaffold	na	na	JH471330.1	=	NW_005803184.1	Primary Assembly	13537	na
scaffold770	unplaced-scaffold	na	na	JH471331.1	=	NW_005803183.1	Primary Assembly	13495	na
scaffold771	unplaced-scaffold	na	na	JH471332.1	=	NW_005803182.1	Primary Assembly	13468	na
scaffold772	unplaced-scaffold	na	na	JH471333.1	=	NW_005803181.1	Primary Assembly	13392	na
scaffold773	unplaced-scaffold	na	na	JH471334.1	=	NW_005803180.1	Primary Assembly	13382	na
scaffold774	unplaced-scaffold	na	na	JH471335.1	=	NW_005803179.1	Primary Assembly	13356	na
