# Assembly name:  Dunsal1 v. 2
# Organism name:  Dunaliella salina (green algae)
# Infraspecific name:  strain=CCAP 19/18
# Taxid:          3046
# BioSample:      SAMN02746051
# BioProject:     PRJNA32771
# Submitter:      JGI
# Date:           2020-07-10
# Assembly type:  haploid
# Release type:   major
# Assembly level: Scaffold
# Genome representation: full
# WGS project:    NSFN02
# Assembly method: AllPaths-LG v. r52488
# Expected final version: no
# Genome coverage: 89.6x
# Sequencing technology: Illumina; Sanger
# RefSeq category: Representative Genome
# GenBank assembly accession: GCA_002284615.2
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_002284625.2		Primary Assembly
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
DUNSAscaffold_2294	unplaced-scaffold	na	na	MU071729.1	<>	na	Primary Assembly	6359	na
DUNSAscaffold_2295	unplaced-scaffold	na	na	MU071730.1	<>	na	Primary Assembly	6357	na
DUNSAscaffold_2296	unplaced-scaffold	na	na	MU071731.1	<>	na	Primary Assembly	6342	na
DUNSAscaffold_2297	unplaced-scaffold	na	na	MU071732.1	<>	na	Primary Assembly	6341	na
DUNSAscaffold_2298	unplaced-scaffold	na	na	MU071733.1	<>	na	Primary Assembly	6338	na
DUNSAscaffold_2299	unplaced-scaffold	na	na	MU071734.1	<>	na	Primary Assembly	6331	na
DUNSAscaffold_2300	unplaced-scaffold	na	na	MU071735.1	<>	na	Primary Assembly	6326	na
DUNSAscaffold_2301	unplaced-scaffold	na	na	MU071736.1	<>	na	Primary Assembly	6321	na
DUNSAscaffold_2302	unplaced-scaffold	na	na	MU071737.1	<>	na	Primary Assembly	6316	na
DUNSAscaffold_2303	unplaced-scaffold	na	na	MU071738.1	<>	na	Primary Assembly	6313	na
DUNSAscaffold_2304	unplaced-scaffold	na	na	MU071739.1	<>	na	Primary Assembly	6309	na
DUNSAscaffold_2305	unplaced-scaffold	na	na	MU071740.1	<>	na	Primary Assembly	6305	na
DUNSAscaffold_2306	unplaced-scaffold	na	na	MU071741.1	<>	na	Primary Assembly	6303	na
DUNSAscaffold_2307	unplaced-scaffold	na	na	MU071742.1	<>	na	Primary Assembly	6301	na
DUNSAscaffold_2308	unplaced-scaffold	na	na	MU071743.1	<>	na	Primary Assembly	6299	na
DUNSAscaffold_2309	unplaced-scaffold	na	na	MU071744.1	<>	na	Primary Assembly	6297	na
DUNSAscaffold_2310	unplaced-scaffold	na	na	MU071745.1	<>	na	Primary Assembly	6294	na
DUNSAscaffold_2311	unplaced-scaffold	na	na	MU071746.1	<>	na	Primary Assembly	6285	na
DUNSAscaffold_2312	unplaced-scaffold	na	na	MU071747.1	<>	na	Primary Assembly	6284	na
DUNSAscaffold_2313	unplaced-scaffold	na	na	MU071748.1	<>	na	Primary Assembly	6280	na
DUNSAscaffold_2314	unplaced-scaffold	na	na	MU071749.1	<>	na	Primary Assembly	6275	na
DUNSAscaffold_2315	unplaced-scaffold	na	na	MU071750.1	<>	na	Primary Assembly	6272	na
DUNSAscaffold_2316	unplaced-scaffold	na	na	MU071751.1	<>	na	Primary Assembly	6265	na
DUNSAscaffold_2317	unplaced-scaffold	na	na	MU071752.1	<>	na	Primary Assembly	6264	na
DUNSAscaffold_2318	unplaced-scaffold	na	na	MU071753.1	<>	na	Primary Assembly	6264	na
DUNSAscaffold_2319	unplaced-scaffold	na	na	MU071754.1	<>	na	Primary Assembly	6263	na
DUNSAscaffold_2320	unplaced-scaffold	na	na	MU071755.1	<>	na	Primary Assembly	6262	na
DUNSAscaffold_2321	unplaced-scaffold	na	na	MU071756.1	<>	na	Primary Assembly	6252	na
DUNSAscaffold_2322	unplaced-scaffold	na	na	MU071757.1	<>	na	Primary Assembly	6249	na
DUNSAscaffold_2323	unplaced-scaffold	na	na	MU071758.1	<>	na	Primary Assembly	6248	na
DUNSAscaffold_2324	unplaced-scaffold	na	na	MU071759.1	<>	na	Primary Assembly	6238	na
DUNSAscaffold_2325	unplaced-scaffold	na	na	MU071760.1	<>	na	Primary Assembly	6238	na
DUNSAscaffold_2326	unplaced-scaffold	na	na	MU071761.1	<>	na	Primary Assembly	6235	na
DUNSAscaffold_2327	unplaced-scaffold	na	na	MU071762.1	<>	na	Primary Assembly	6233	na
DUNSAscaffold_2328	unplaced-scaffold	na	na	MU071763.1	<>	na	Primary Assembly	6229	na
DUNSAscaffold_2329	unplaced-scaffold	na	na	MU071764.1	<>	na	Primary Assembly	6219	na
DUNSAscaffold_2330	unplaced-scaffold	na	na	MU071765.1	<>	na	Primary Assembly	6218	na
DUNSAscaffold_2331	unplaced-scaffold	na	na	MU071766.1	<>	na	Primary Assembly	6217	na
DUNSAscaffold_2332	unplaced-scaffold	na	na	MU071767.1	<>	na	Primary Assembly	6214	na
DUNSAscaffold_2333	unplaced-scaffold	na	na	MU071768.1	<>	na	Primary Assembly	6204	na
DUNSAscaffold_2334	unplaced-scaffold	na	na	MU071769.1	<>	na	Primary Assembly	6202	na
DUNSAscaffold_2335	unplaced-scaffold	na	na	MU071770.1	<>	na	Primary Assembly	6200	na
DUNSAscaffold_2336	unplaced-scaffold	na	na	MU071771.1	<>	na	Primary Assembly	6200	na
DUNSAscaffold_2337	unplaced-scaffold	na	na	MU071772.1	<>	na	Primary Assembly	6199	na
DUNSAscaffold_2338	unplaced-scaffold	na	na	MU071773.1	<>	na	Primary Assembly	6198	na
DUNSAscaffold_2339	unplaced-scaffold	na	na	MU071774.1	<>	na	Primary Assembly	6193	na
DUNSAscaffold_2340	unplaced-scaffold	na	na	MU071775.1	<>	na	Primary Assembly	6189	na
DUNSAscaffold_2341	unplaced-scaffold	na	na	MU071776.1	<>	na	Primary Assembly	6187	na
DUNSAscaffold_2342	unplaced-scaffold	na	na	MU071777.1	<>	na	Primary Assembly	6186	na
DUNSAscaffold_2343	unplaced-scaffold	na	na	MU071778.1	<>	na	Primary Assembly	6183	na
DUNSAscaffold_2344	unplaced-scaffold	na	na	MU071779.1	<>	na	Primary Assembly	6182	na
DUNSAscaffold_2345	unplaced-scaffold	na	na	MU071780.1	<>	na	Primary Assembly	6182	na
DUNSAscaffold_2346	unplaced-scaffold	na	na	MU071781.1	<>	na	Primary Assembly	6181	na
DUNSAscaffold_2347	unplaced-scaffold	na	na	MU071782.1	<>	na	Primary Assembly	6180	na
DUNSAscaffold_2348	unplaced-scaffold	na	na	MU071783.1	<>	na	Primary Assembly	6179	na
DUNSAscaffold_2349	unplaced-scaffold	na	na	MU071784.1	<>	na	Primary Assembly	6178	na
DUNSAscaffold_2350	unplaced-scaffold	na	na	MU071785.1	<>	na	Primary Assembly	6161	na
DUNSAscaffold_2351	unplaced-scaffold	na	na	MU071786.1	<>	na	Primary Assembly	6152	na
DUNSAscaffold_2352	unplaced-scaffold	na	na	MU071787.1	<>	na	Primary Assembly	6147	na
DUNSAscaffold_2353	unplaced-scaffold	na	na	MU071788.1	<>	na	Primary Assembly	6137	na
DUNSAscaffold_2354	unplaced-scaffold	na	na	MU071789.1	<>	na	Primary Assembly	35466	na
DUNSAscaffold_2355	unplaced-scaffold	na	na	MU071790.1	<>	na	Primary Assembly	6126	na
DUNSAscaffold_2356	unplaced-scaffold	na	na	MU071791.1	<>	na	Primary Assembly	6126	na
DUNSAscaffold_2357	unplaced-scaffold	na	na	MU071792.1	<>	na	Primary Assembly	6124	na
DUNSAscaffold_2358	unplaced-scaffold	na	na	MU071793.1	<>	na	Primary Assembly	6121	na
DUNSAscaffold_2359	unplaced-scaffold	na	na	MU071794.1	<>	na	Primary Assembly	6119	na
DUNSAscaffold_2360	unplaced-scaffold	na	na	MU071795.1	<>	na	Primary Assembly	6115	na
DUNSAscaffold_2361	unplaced-scaffold	na	na	MU071796.1	<>	na	Primary Assembly	6112	na
DUNSAscaffold_2362	unplaced-scaffold	na	na	MU071797.1	<>	na	Primary Assembly	6111	na
DUNSAscaffold_2363	unplaced-scaffold	na	na	MU071798.1	<>	na	Primary Assembly	6101	na
DUNSAscaffold_2364	unplaced-scaffold	na	na	MU071799.1	<>	na	Primary Assembly	6097	na
DUNSAscaffold_2365	unplaced-scaffold	na	na	MU071800.1	<>	na	Primary Assembly	6093	na
DUNSAscaffold_2366	unplaced-scaffold	na	na	MU071801.1	<>	na	Primary Assembly	6092	na
DUNSAscaffold_2367	unplaced-scaffold	na	na	MU071802.1	<>	na	Primary Assembly	6089	na
DUNSAscaffold_2368	unplaced-scaffold	na	na	MU071803.1	<>	na	Primary Assembly	6088	na
DUNSAscaffold_2369	unplaced-scaffold	na	na	MU071804.1	<>	na	Primary Assembly	6087	na
DUNSAscaffold_2370	unplaced-scaffold	na	na	MU071805.1	<>	na	Primary Assembly	6086	na
DUNSAscaffold_2371	unplaced-scaffold	na	na	MU071806.1	<>	na	Primary Assembly	6085	na
DUNSAscaffold_2372	unplaced-scaffold	na	na	MU071807.1	<>	na	Primary Assembly	6079	na
DUNSAscaffold_2373	unplaced-scaffold	na	na	MU071808.1	<>	na	Primary Assembly	6073	na
DUNSAscaffold_2374	unplaced-scaffold	na	na	MU071809.1	<>	na	Primary Assembly	6070	na
DUNSAscaffold_2375	unplaced-scaffold	na	na	MU071810.1	<>	na	Primary Assembly	6070	na
DUNSAscaffold_2376	unplaced-scaffold	na	na	MU071811.1	<>	na	Primary Assembly	6067	na
DUNSAscaffold_2377	unplaced-scaffold	na	na	MU071812.1	<>	na	Primary Assembly	6064	na
DUNSAscaffold_2378	unplaced-scaffold	na	na	MU071813.1	<>	na	Primary Assembly	6061	na
DUNSAscaffold_2379	unplaced-scaffold	na	na	MU071814.1	<>	na	Primary Assembly	6054	na
DUNSAscaffold_2380	unplaced-scaffold	na	na	MU071815.1	<>	na	Primary Assembly	6045	na
DUNSAscaffold_2381	unplaced-scaffold	na	na	MU071816.1	<>	na	Primary Assembly	6045	na
DUNSAscaffold_2382	unplaced-scaffold	na	na	MU071817.1	<>	na	Primary Assembly	6044	na
DUNSAscaffold_2383	unplaced-scaffold	na	na	MU071818.1	<>	na	Primary Assembly	6044	na
DUNSAscaffold_2384	unplaced-scaffold	na	na	MU071819.1	<>	na	Primary Assembly	6042	na
DUNSAscaffold_2385	unplaced-scaffold	na	na	MU071820.1	<>	na	Primary Assembly	6041	na
DUNSAscaffold_2386	unplaced-scaffold	na	na	MU071821.1	<>	na	Primary Assembly	6037	na
DUNSAscaffold_2387	unplaced-scaffold	na	na	MU071822.1	<>	na	Primary Assembly	6033	na
DUNSAscaffold_2388	unplaced-scaffold	na	na	MU071823.1	<>	na	Primary Assembly	6029	na
DUNSAscaffold_2389	unplaced-scaffold	na	na	MU071824.1	<>	na	Primary Assembly	6025	na
DUNSAscaffold_2390	unplaced-scaffold	na	na	MU071825.1	<>	na	Primary Assembly	6022	na
DUNSAscaffold_2391	unplaced-scaffold	na	na	MU071826.1	<>	na	Primary Assembly	6020	na
DUNSAscaffold_2392	unplaced-scaffold	na	na	MU071827.1	<>	na	Primary Assembly	6008	na
DUNSAscaffold_2393	unplaced-scaffold	na	na	MU071828.1	<>	na	Primary Assembly	6006	na
DUNSAscaffold_2394	unplaced-scaffold	na	na	MU071829.1	<>	na	Primary Assembly	6004	na
DUNSAscaffold_2395	unplaced-scaffold	na	na	MU071830.1	<>	na	Primary Assembly	6001	na
DUNSAscaffold_2396	unplaced-scaffold	na	na	MU071831.1	<>	na	Primary Assembly	5994	na
DUNSAscaffold_2397	unplaced-scaffold	na	na	MU071832.1	<>	na	Primary Assembly	5975	na
DUNSAscaffold_2398	unplaced-scaffold	na	na	MU071833.1	<>	na	Primary Assembly	5974	na
DUNSAscaffold_2399	unplaced-scaffold	na	na	MU071834.1	<>	na	Primary Assembly	5970	na
DUNSAscaffold_2400	unplaced-scaffold	na	na	MU071835.1	<>	na	Primary Assembly	5970	na
DUNSAscaffold_2401	unplaced-scaffold	na	na	MU071836.1	<>	na	Primary Assembly	5968	na
DUNSAscaffold_2402	unplaced-scaffold	na	na	MU071837.1	<>	na	Primary Assembly	5963	na
DUNSAscaffold_2403	unplaced-scaffold	na	na	MU071838.1	<>	na	Primary Assembly	5955	na
DUNSAscaffold_2404	unplaced-scaffold	na	na	MU071839.1	<>	na	Primary Assembly	5955	na
DUNSAscaffold_2405	unplaced-scaffold	na	na	MU071840.1	<>	na	Primary Assembly	5945	na
DUNSAscaffold_2406	unplaced-scaffold	na	na	MU071841.1	<>	na	Primary Assembly	5944	na
DUNSAscaffold_2407	unplaced-scaffold	na	na	MU071842.1	<>	na	Primary Assembly	5938	na
DUNSAscaffold_2408	unplaced-scaffold	na	na	MU071843.1	<>	na	Primary Assembly	5937	na
DUNSAscaffold_2409	unplaced-scaffold	na	na	MU071844.1	<>	na	Primary Assembly	5924	na
DUNSAscaffold_2410	unplaced-scaffold	na	na	MU071845.1	<>	na	Primary Assembly	5922	na
DUNSAscaffold_2411	unplaced-scaffold	na	na	MU071846.1	<>	na	Primary Assembly	5922	na
DUNSAscaffold_2412	unplaced-scaffold	na	na	MU071847.1	<>	na	Primary Assembly	5922	na
DUNSAscaffold_2413	unplaced-scaffold	na	na	MU071848.1	<>	na	Primary Assembly	5916	na
DUNSAscaffold_2414	unplaced-scaffold	na	na	MU071849.1	<>	na	Primary Assembly	5914	na
DUNSAscaffold_2415	unplaced-scaffold	na	na	MU071850.1	<>	na	Primary Assembly	5908	na
DUNSAscaffold_2416	unplaced-scaffold	na	na	MU071851.1	<>	na	Primary Assembly	5897	na
DUNSAscaffold_2417	unplaced-scaffold	na	na	MU071852.1	<>	na	Primary Assembly	5892	na
DUNSAscaffold_2418	unplaced-scaffold	na	na	MU071853.1	<>	na	Primary Assembly	5891	na
DUNSAscaffold_2419	unplaced-scaffold	na	na	MU071854.1	<>	na	Primary Assembly	5890	na
DUNSAscaffold_2420	unplaced-scaffold	na	na	MU071855.1	<>	na	Primary Assembly	5890	na
DUNSAscaffold_2421	unplaced-scaffold	na	na	MU071856.1	<>	na	Primary Assembly	5889	na
DUNSAscaffold_2422	unplaced-scaffold	na	na	MU071857.1	<>	na	Primary Assembly	5886	na
DUNSAscaffold_2423	unplaced-scaffold	na	na	MU071858.1	<>	na	Primary Assembly	5877	na
DUNSAscaffold_2424	unplaced-scaffold	na	na	MU071859.1	<>	na	Primary Assembly	5875	na
DUNSAscaffold_2425	unplaced-scaffold	na	na	MU071860.1	<>	na	Primary Assembly	5873	na
DUNSAscaffold_2426	unplaced-scaffold	na	na	MU071861.1	<>	na	Primary Assembly	5871	na
DUNSAscaffold_2427	unplaced-scaffold	na	na	MU071862.1	<>	na	Primary Assembly	5870	na
DUNSAscaffold_2428	unplaced-scaffold	na	na	MU071863.1	<>	na	Primary Assembly	5866	na
DUNSAscaffold_2429	unplaced-scaffold	na	na	MU071864.1	<>	na	Primary Assembly	5861	na
DUNSAscaffold_2430	unplaced-scaffold	na	na	MU071865.1	<>	na	Primary Assembly	5860	na
DUNSAscaffold_2431	unplaced-scaffold	na	na	MU071866.1	<>	na	Primary Assembly	5856	na
DUNSAscaffold_2432	unplaced-scaffold	na	na	MU071867.1	<>	na	Primary Assembly	5851	na
DUNSAscaffold_2433	unplaced-scaffold	na	na	MU071868.1	<>	na	Primary Assembly	5849	na
DUNSAscaffold_2434	unplaced-scaffold	na	na	MU071869.1	<>	na	Primary Assembly	5848	na
DUNSAscaffold_2435	unplaced-scaffold	na	na	MU071870.1	<>	na	Primary Assembly	5846	na
DUNSAscaffold_2436	unplaced-scaffold	na	na	MU071871.1	<>	na	Primary Assembly	5845	na
DUNSAscaffold_2437	unplaced-scaffold	na	na	MU071872.1	<>	na	Primary Assembly	5843	na
DUNSAscaffold_2438	unplaced-scaffold	na	na	MU071873.1	<>	na	Primary Assembly	5842	na
DUNSAscaffold_2439	unplaced-scaffold	na	na	MU071874.1	<>	na	Primary Assembly	5838	na
DUNSAscaffold_2440	unplaced-scaffold	na	na	MU071875.1	<>	na	Primary Assembly	5838	na
DUNSAscaffold_2441	unplaced-scaffold	na	na	MU071876.1	<>	na	Primary Assembly	5836	na
DUNSAscaffold_2442	unplaced-scaffold	na	na	MU071877.1	<>	na	Primary Assembly	5835	na
DUNSAscaffold_2443	unplaced-scaffold	na	na	MU071878.1	<>	na	Primary Assembly	5835	na
DUNSAscaffold_2444	unplaced-scaffold	na	na	MU071879.1	<>	na	Primary Assembly	5832	na
DUNSAscaffold_2445	unplaced-scaffold	na	na	MU071880.1	<>	na	Primary Assembly	5831	na
DUNSAscaffold_2446	unplaced-scaffold	na	na	MU071881.1	<>	na	Primary Assembly	5829	na
DUNSAscaffold_2447	unplaced-scaffold	na	na	MU071882.1	<>	na	Primary Assembly	5829	na
DUNSAscaffold_2448	unplaced-scaffold	na	na	MU071883.1	<>	na	Primary Assembly	5822	na
DUNSAscaffold_2449	unplaced-scaffold	na	na	MU071884.1	<>	na	Primary Assembly	5819	na
DUNSAscaffold_2450	unplaced-scaffold	na	na	MU071885.1	<>	na	Primary Assembly	5817	na
DUNSAscaffold_2451	unplaced-scaffold	na	na	MU071886.1	<>	na	Primary Assembly	5811	na
DUNSAscaffold_2452	unplaced-scaffold	na	na	MU071887.1	<>	na	Primary Assembly	5808	na
DUNSAscaffold_2453	unplaced-scaffold	na	na	MU071888.1	<>	na	Primary Assembly	5807	na
DUNSAscaffold_2454	unplaced-scaffold	na	na	MU071889.1	<>	na	Primary Assembly	5801	na
DUNSAscaffold_2455	unplaced-scaffold	na	na	MU071890.1	<>	na	Primary Assembly	5795	na
DUNSAscaffold_2456	unplaced-scaffold	na	na	MU071891.1	<>	na	Primary Assembly	5789	na
DUNSAscaffold_2457	unplaced-scaffold	na	na	MU071892.1	<>	na	Primary Assembly	5785	na
DUNSAscaffold_2458	unplaced-scaffold	na	na	MU071893.1	<>	na	Primary Assembly	5784	na
DUNSAscaffold_2459	unplaced-scaffold	na	na	MU071894.1	<>	na	Primary Assembly	5781	na
DUNSAscaffold_2460	unplaced-scaffold	na	na	MU071895.1	<>	na	Primary Assembly	5776	na
DUNSAscaffold_2461	unplaced-scaffold	na	na	MU071896.1	<>	na	Primary Assembly	5768	na
DUNSAscaffold_2462	unplaced-scaffold	na	na	MU071897.1	<>	na	Primary Assembly	5763	na
DUNSAscaffold_2463	unplaced-scaffold	na	na	MU071898.1	<>	na	Primary Assembly	5761	na
DUNSAscaffold_2464	unplaced-scaffold	na	na	MU071899.1	<>	na	Primary Assembly	5760	na
DUNSAscaffold_2465	unplaced-scaffold	na	na	MU071900.1	<>	na	Primary Assembly	5759	na
DUNSAscaffold_2466	unplaced-scaffold	na	na	MU071901.1	<>	na	Primary Assembly	5751	na
DUNSAscaffold_2467	unplaced-scaffold	na	na	MU071902.1	<>	na	Primary Assembly	5739	na
DUNSAscaffold_2468	unplaced-scaffold	na	na	MU071903.1	<>	na	Primary Assembly	5736	na
DUNSAscaffold_2469	unplaced-scaffold	na	na	MU071904.1	<>	na	Primary Assembly	5733	na
DUNSAscaffold_2470	unplaced-scaffold	na	na	MU071905.1	<>	na	Primary Assembly	5731	na
DUNSAscaffold_2471	unplaced-scaffold	na	na	MU071906.1	<>	na	Primary Assembly	5730	na
DUNSAscaffold_2472	unplaced-scaffold	na	na	MU071907.1	<>	na	Primary Assembly	5725	na
DUNSAscaffold_2473	unplaced-scaffold	na	na	MU071908.1	<>	na	Primary Assembly	5724	na
DUNSAscaffold_2474	unplaced-scaffold	na	na	MU071909.1	<>	na	Primary Assembly	5721	na
DUNSAscaffold_2475	unplaced-scaffold	na	na	MU071910.1	<>	na	Primary Assembly	5720	na
DUNSAscaffold_2476	unplaced-scaffold	na	na	MU071911.1	<>	na	Primary Assembly	5717	na
DUNSAscaffold_2477	unplaced-scaffold	na	na	MU071912.1	<>	na	Primary Assembly	5708	na
DUNSAscaffold_2478	unplaced-scaffold	na	na	MU071913.1	<>	na	Primary Assembly	5706	na
DUNSAscaffold_2479	unplaced-scaffold	na	na	MU071914.1	<>	na	Primary Assembly	5706	na
DUNSAscaffold_2480	unplaced-scaffold	na	na	MU071915.1	<>	na	Primary Assembly	5704	na
DUNSAscaffold_2481	unplaced-scaffold	na	na	MU071916.1	<>	na	Primary Assembly	5703	na
DUNSAscaffold_2482	unplaced-scaffold	na	na	MU071917.1	<>	na	Primary Assembly	5702	na
DUNSAscaffold_2483	unplaced-scaffold	na	na	MU071918.1	<>	na	Primary Assembly	5702	na
DUNSAscaffold_2484	unplaced-scaffold	na	na	MU071919.1	<>	na	Primary Assembly	5697	na
DUNSAscaffold_2485	unplaced-scaffold	na	na	MU071920.1	<>	na	Primary Assembly	5695	na
DUNSAscaffold_2486	unplaced-scaffold	na	na	MU071921.1	<>	na	Primary Assembly	5694	na
DUNSAscaffold_2487	unplaced-scaffold	na	na	MU071922.1	<>	na	Primary Assembly	5694	na
DUNSAscaffold_2488	unplaced-scaffold	na	na	MU071923.1	<>	na	Primary Assembly	5690	na
DUNSAscaffold_2489	unplaced-scaffold	na	na	MU071924.1	<>	na	Primary Assembly	5689	na
DUNSAscaffold_2490	unplaced-scaffold	na	na	MU071925.1	<>	na	Primary Assembly	5687	na
DUNSAscaffold_2491	unplaced-scaffold	na	na	MU071926.1	<>	na	Primary Assembly	5686	na
DUNSAscaffold_2492	unplaced-scaffold	na	na	MU071927.1	<>	na	Primary Assembly	5684	na
DUNSAscaffold_2493	unplaced-scaffold	na	na	MU071928.1	<>	na	Primary Assembly	5683	na
DUNSAscaffold_2494	unplaced-scaffold	na	na	MU071929.1	<>	na	Primary Assembly	5682	na
DUNSAscaffold_2495	unplaced-scaffold	na	na	MU071930.1	<>	na	Primary Assembly	5677	na
DUNSAscaffold_2496	unplaced-scaffold	na	na	MU071931.1	<>	na	Primary Assembly	5674	na
DUNSAscaffold_2497	unplaced-scaffold	na	na	MU071932.1	<>	na	Primary Assembly	5668	na
DUNSAscaffold_2498	unplaced-scaffold	na	na	MU071933.1	<>	na	Primary Assembly	5668	na
DUNSAscaffold_2499	unplaced-scaffold	na	na	MU071934.1	<>	na	Primary Assembly	5666	na
DUNSAscaffold_2500	unplaced-scaffold	na	na	MU071935.1	<>	na	Primary Assembly	5662	na
DUNSAscaffold_2501	unplaced-scaffold	na	na	MU071936.1	<>	na	Primary Assembly	5661	na
DUNSAscaffold_2502	unplaced-scaffold	na	na	MU071937.1	<>	na	Primary Assembly	5659	na
DUNSAscaffold_2503	unplaced-scaffold	na	na	MU071938.1	<>	na	Primary Assembly	5643	na
DUNSAscaffold_2504	unplaced-scaffold	na	na	MU071939.1	<>	na	Primary Assembly	5633	na
DUNSAscaffold_2505	unplaced-scaffold	na	na	MU071940.1	<>	na	Primary Assembly	5632	na
DUNSAscaffold_2506	unplaced-scaffold	na	na	MU071941.1	<>	na	Primary Assembly	5629	na
DUNSAscaffold_2507	unplaced-scaffold	na	na	MU071942.1	<>	na	Primary Assembly	5627	na
DUNSAscaffold_2508	unplaced-scaffold	na	na	MU071943.1	<>	na	Primary Assembly	5625	na
DUNSAscaffold_2509	unplaced-scaffold	na	na	MU071944.1	<>	na	Primary Assembly	5624	na
DUNSAscaffold_2510	unplaced-scaffold	na	na	MU071945.1	<>	na	Primary Assembly	5622	na
DUNSAscaffold_2511	unplaced-scaffold	na	na	MU071946.1	<>	na	Primary Assembly	5621	na
DUNSAscaffold_2512	unplaced-scaffold	na	na	MU071947.1	<>	na	Primary Assembly	5619	na
DUNSAscaffold_2513	unplaced-scaffold	na	na	MU071948.1	<>	na	Primary Assembly	5613	na
DUNSAscaffold_2514	unplaced-scaffold	na	na	MU071949.1	<>	na	Primary Assembly	5613	na
DUNSAscaffold_2515	unplaced-scaffold	na	na	MU071950.1	<>	na	Primary Assembly	5609	na
DUNSAscaffold_2516	unplaced-scaffold	na	na	MU071951.1	<>	na	Primary Assembly	5609	na
DUNSAscaffold_2517	unplaced-scaffold	na	na	MU071952.1	<>	na	Primary Assembly	5607	na
DUNSAscaffold_2518	unplaced-scaffold	na	na	MU071953.1	<>	na	Primary Assembly	5603	na
DUNSAscaffold_2519	unplaced-scaffold	na	na	MU071954.1	<>	na	Primary Assembly	5601	na
DUNSAscaffold_2520	unplaced-scaffold	na	na	MU071955.1	<>	na	Primary Assembly	5598	na
DUNSAscaffold_2521	unplaced-scaffold	na	na	MU071956.1	<>	na	Primary Assembly	5598	na
DUNSAscaffold_2522	unplaced-scaffold	na	na	MU071957.1	<>	na	Primary Assembly	5595	na
DUNSAscaffold_2523	unplaced-scaffold	na	na	MU071958.1	<>	na	Primary Assembly	5590	na
DUNSAscaffold_2524	unplaced-scaffold	na	na	MU071959.1	<>	na	Primary Assembly	5588	na
DUNSAscaffold_2525	unplaced-scaffold	na	na	MU071960.1	<>	na	Primary Assembly	5587	na
DUNSAscaffold_2526	unplaced-scaffold	na	na	MU071961.1	<>	na	Primary Assembly	5584	na
DUNSAscaffold_2527	unplaced-scaffold	na	na	MU071962.1	<>	na	Primary Assembly	5581	na
DUNSAscaffold_2528	unplaced-scaffold	na	na	MU071963.1	<>	na	Primary Assembly	5580	na
DUNSAscaffold_2529	unplaced-scaffold	na	na	MU071964.1	<>	na	Primary Assembly	5578	na
DUNSAscaffold_2530	unplaced-scaffold	na	na	MU071965.1	<>	na	Primary Assembly	5576	na
DUNSAscaffold_2531	unplaced-scaffold	na	na	MU071966.1	<>	na	Primary Assembly	5574	na
DUNSAscaffold_2532	unplaced-scaffold	na	na	MU071967.1	<>	na	Primary Assembly	5574	na
DUNSAscaffold_2533	unplaced-scaffold	na	na	MU071968.1	<>	na	Primary Assembly	5573	na
DUNSAscaffold_2534	unplaced-scaffold	na	na	MU071969.1	<>	na	Primary Assembly	5571	na
DUNSAscaffold_2535	unplaced-scaffold	na	na	MU071970.1	<>	na	Primary Assembly	5569	na
DUNSAscaffold_2536	unplaced-scaffold	na	na	MU071971.1	<>	na	Primary Assembly	5566	na
DUNSAscaffold_2537	unplaced-scaffold	na	na	MU071972.1	<>	na	Primary Assembly	5566	na
DUNSAscaffold_2538	unplaced-scaffold	na	na	MU071973.1	<>	na	Primary Assembly	5565	na
DUNSAscaffold_2539	unplaced-scaffold	na	na	MU071974.1	<>	na	Primary Assembly	5564	na
DUNSAscaffold_2540	unplaced-scaffold	na	na	MU071975.1	<>	na	Primary Assembly	5564	na
DUNSAscaffold_2541	unplaced-scaffold	na	na	MU071976.1	<>	na	Primary Assembly	5563	na
DUNSAscaffold_2542	unplaced-scaffold	na	na	MU071977.1	<>	na	Primary Assembly	5560	na
DUNSAscaffold_2543	unplaced-scaffold	na	na	MU071978.1	<>	na	Primary Assembly	5557	na
DUNSAscaffold_2544	unplaced-scaffold	na	na	MU071979.1	<>	na	Primary Assembly	5556	na
DUNSAscaffold_2545	unplaced-scaffold	na	na	MU071980.1	<>	na	Primary Assembly	5555	na
DUNSAscaffold_2546	unplaced-scaffold	na	na	MU071981.1	<>	na	Primary Assembly	5552	na
DUNSAscaffold_2547	unplaced-scaffold	na	na	MU071982.1	<>	na	Primary Assembly	5534	na
DUNSAscaffold_2548	unplaced-scaffold	na	na	MU071983.1	<>	na	Primary Assembly	5533	na
DUNSAscaffold_2549	unplaced-scaffold	na	na	MU071984.1	<>	na	Primary Assembly	5532	na
DUNSAscaffold_2550	unplaced-scaffold	na	na	MU071985.1	<>	na	Primary Assembly	5529	na
DUNSAscaffold_2551	unplaced-scaffold	na	na	MU071986.1	<>	na	Primary Assembly	5515	na
DUNSAscaffold_2552	unplaced-scaffold	na	na	MU071987.1	<>	na	Primary Assembly	5514	na
